uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	1.625	1.685	이	[]
1	1	2	AH0001	1.987	2.208	너무	[]
1	1	3	AH0001	2.408	2.77	너무한	[]
1	1	4	AH0001	2.85	2.911	거	[]
1	1	5	AH0001	2.931	3.654	아닌가요?	[]
1	2	1	AH0001	4.599	4.802	너무	[]
1	2	2	AH0001	4.863	5.045	많이	[]
1	2	3	AH0001	5.106	5.187	한	[]
1	2	4	AH0001	5.248	5.309	거	[]
1	2	5	AH0001	5.349	5.714	같은데?	[]
2	3	1	AH0002	6.018	6.46	오랜만에	[]
2	3	2	AH0002	6.52	7.082	들어보니깐	[1]
2	3	3	AH0002	7.905	8.246	어우	[]
2	3	4	AH0002	8.487	8.708	이게	[]
2	3	5	AH0002	8.808	8.909	더	[]
2	3	6	AH0002	8.949	9.31	어렵네요.	[]
2	4	1	AH0002	9.41	9.49	전	[]
2	4	2	AH0002	9.591	10.354	이구동성보다	[]
2	4	3	AH0002	11.438	11.519	더	[]
2	4	4	AH0002	11.559	11.78	어려운	[]
2	4	5	AH0002	11.8	11.82	것	[]
2	4	6	AH0002	11.84	11.92	같애요.	[]
2	5	1	AH0002	12.041	12.262	너무	[]
2	5	2	AH0002	12.343	12.524	오랜만에	[]
2	5	3	AH0002	12.584	12.946	들으니까	[]
2	5	4	AH0002	13.027	13.449	집중을	[]
2	5	5	AH0002	13.47	14.254	했음에도	[2]
2	5	6	AH0002	14.355	14.637	불구하고	[]
2	5	7	AH0002	14.777	14.938	네.	[]
2	5	8	AH0002	15.2	15.864	어렵네요.	[]
3	6	1	AH0001	16.359	16.681	이게	[]
3	6	2	AH0001	16.903	17.023	큰	[]
3	6	3	AH0001	17.084	17.285	사랑	[]
3	6	4	AH0001	17.305	17.929	받았던	[]
3	6	5	AH0001	18.473	18.755	어	[]
3	6	6	AH0001	18.896	20.023	소리예요.	[]
3	7	1	AH0001	20.211	20.892	어	[]
3	7	2	AH0001	21.032	21.252	다시	[]
3	7	3	AH0001	21.272	21.412	한번	[]
3	7	4	AH0001	21.492	22.033	들려드린	[]
3	7	5	AH0001	22.153	22.734	건데요	[]
3	7	6	AH0001	22.834	23.154	옛날에	[]
3	7	7	AH0001	23.234	23.415	저희가	[]
3	7	8	AH0001	23.495	23.635	추추	[]
3	7	9	AH0001	23.735	24.075	출제를	[]
3	7	10	AH0001	24.095	24.256	한번	[]
3	7	11	AH0001	24.336	24.756	했던	[]
3	7	12	AH0001	25.277	26.378	문제거든요?	[3]
3	8	1	AH0001	26.378	26.538	자	[]
3	8	2	AH0001	26.618	26.738	소리	[]
3	8	3	AH0001	26.859	27.259	퀴즈	[]
3	8	4	AH0001	27.399	27.76	과연	[]
3	8	5	AH0001	28.18	28.741	무엇을	[]
3	8	6	AH0001	28.881	29.122	하는	[]
3	8	7	AH0001	29.142	29.682	소리인지.	[]
3	8	8	AH0001	29.702	29.722	어	[]
3	8	9	AH0001	30.724	30.944	뭘	[]
3	8	10	AH0001	31.044	31.264	하고	[]
3	8	11	AH0001	31.324	31.545	있는	[]
3	8	12	AH0001	31.605	31.885	건지	[]
3	8	13	AH0001	31.945	32.225	여러분	[]
3	8	14	AH0001	32.586	32.846	정답	[]
3	8	15	AH0001	32.946	33.447	보내주시면	[]
3	8	16	AH0001	33.527	34.208	되겠습니다.	[]
3	9	1	AH0001	34.298	34.478	샵	[]
3	9	2	AH0001	34.639	35.52	@전화번호1	[]
3	9	3	AH0001	36.001	36.162	어	[]
3	9	4	AH0001	36.302	36.522	단문	[]
3	9	5	AH0001	36.562	36.763	오십	[]
