bid	speaker	start	end	category	text	respondee_uid	respondee_sid	respondee_wid
1	AH0002	11.914	12.134	CONTINUER	네.	[3]	[4]	[1]
2	AH0002	16.474	17.079	CONTINUER	어허.	[3]	[4]	[10]
3	AH0002	25.411	25.726	CONTINUER	음.	[5]	[6]	[15]
4	AH0002	27.386	27.561	CONTINUER	예.	[5]	[6]	[20]
5	AH0002	29.206	29.411	CONTINUER	으흠.	[5]	[6]	[24]
6	AH0001	44.751	44.991	CONTINUER	으흠.	[8]	[10]	[3]
7	AH0001	49.446	49.741	CONTINUER	으흠.	[8]	[10]	[9]
8	AH0001	55.134	55.729	AFFIRMATIVE	그래요.	[8]	[11]	[3]
9	AH0002	65.521	65.746	CONTINUER	으흠.	[9]	[13]	[11]
10	AH0002	69.573	69.728	CONTINUER	음.	[9]	[14]	[8]
11	AH0002	70.758	71.033	CONTINUER	네네.	[9]	[14]	[12]
12	AH0001	77.36	78.266	AFFIRMATIVE	네. 맞아요.	[10]	[15]	[8]
13	AH0001	80.287	80.497	CONTINUER	네.	[10]	[16]	[5]
14	AH0001	82.557	82.807	CONTINUER	으흠.	[10]	[16]	[11]
15	AH0002	87.514	87.785	CONTINUER	음.	[11]	[17]	[6]
16	AH0001	92.379	93.224	UNDERSTANDING	음.	[12]	[19]	[4]
17	AH0001	94.544	94.999	UNDERSTANDING	네.	[12]	[19]	[11]
18	AH0002	101.737	101.902	CONTINUER	으흠.	[13]	[20]	[12]
19	AH0002	105.078	105.483	AFFIRMATIVE	그렇죠.	[13]	[20]	[19]
20	AH0002	107.089	107.334	CONTINUER	네.	[13]	[21]	[4]
21	AH0001	113.351	113.986	UNDERSTANDING	음. 네.	[14]	[24]	[1]
22	AH0001	115.281	115.506	ASSESSMENT	크.	[14]	[24]	[3]
23	AH0001	116.379	117.429	AFFIRMATIVE	아. 좋네요.	[14]	[24]	[5]
24	AH0001	120.469	120.639	CONTINUER	으흠.	[14]	[25]	[4]
25	AH0001	122.559	122.829	CONTINUER	네.	[14]	[25]	[8]
26	AH0001	131.332	131.782	UNDERSTANDING	음.	[14]	[27]	[7]
27	AH0001	146.089	146.294	CONTINUER	으흠.	[18]	[31]	[8]
28	AH0001	147.914	148.064	CONTINUER	네.	[18]	[31]	[15]
29	AH0001	149.545	149.755	CONTINUER	음.	[18]	[33]	[1]
30	AH0001	153.931	154.571	ASSESSMENT	와.	[18]	[34]	[1]
31	AH0001	160.337	160.512	CONTINUER	음.	[20]	[36]	[3]
32	AH0001	162.921	163.511	UNDERSTANDING	아.	[20]	[36]	[6]
33	AH0001	165.397	165.627	CONTINUER	음.	[20]	[36]	[12]
34	AH0002	176.66	176.85	CONTINUER	네.	[21]	[38]	[17]
35	AH0002	181.52	181.774	CONTINUER	음.	[21]	[39]	[9]
36	AH0002	184.42	184.72	AFFIRMATIVE	그쵸.	[21]	[40]	[2]
37	AH0002	187.29	187.625	UNDERSTANDING	아아.	[21]	[40]	[11]
38	AH0002	200.051	200.286	CONTINUER	네.	[23]	[45]	[1]
39	AH0002	202.686	203.031	CONTINUER	음음.	[23]	[45]	[9]
40	AH0001	205.336	205.556	AFFIRMATIVE	그쵸.	[24]	[46]	[4]
41	AH0002	208.19	208.41	CONTINUER	음.	[25]	[48]	[1]
42	AH0002	218.593	218.948	CONTINUER	예예.	[25]	[49]	[10]
43	AH0002	220.633	220.808	CONTINUER	음.	[25]	[49]	[16]
44	AH0001	224.151	224.501	AFFIRMATIVE	아. 그쵸.	[26]	[51]	[1]
45	AH0002	230.317	230.567	CONTINUER	음.	[27]	[53]	[5]
46	AH0002	231.517	231.752	AFFIRMATIVE	그렇죠.	[27]	[53]	[9]
47	AH0001	239.915	240.115	CONTINUER	네.	[28]	[54]	[12]
48	AH0001	241.449	241.849	AFFIRMATIVE	그쵸.	[]	[]	[]
49	AH0001	243.44	244.29	CONTINUER	음.	[30]	[56]	[3]
50	AH0001	245.2	245.44	CONTINUER	음.	[30]	[56]	[6]
51	AH0001	246.845	247.135	CONTINUER	으흠.	[30]	[56]	[8]
52	AH0001	249.71	250.365	UNDERSTANDING	아. 네.	[30]	[56]	[13]
53	AH0001	252.086	252.371	CONTINUER	으흠.	[30]	[57]	[4]
54	AH0001	253.586	253.846	CONTINUER	네.	[30]	[57]	[7]
55	AH0001	256.441	256.791	UNDERSTANDING	아.	[30]	[57]	[12]
56	AH0001	261.495	261.67	CONTINUER	으흠.	[32]	[59]	[4]
57	AH0001	264.465	264.97	CONTINUER	음.	[32]	[59]	[6]
58	AH0001	266.375	266.575	CONTINUER	네.	[32]	[59]	[10]
59	AH0001	269.598	269.793	CONTINUER	네.	[32]	[60]	[4]
60	AH0001	278.629	279.129	CONTINUER	음.	[34]	[63]	[2]
61	AH0001	280.524	280.749	CONTINUER	음.	[34]	[63]	[6]
62	AH0001	283.57	284.03	UNDERSTANDING	아.	[34]	[64]	[1]
63	AH0002	292.72	293.095	CONTINUER	예예.	[35]	[65]	[13]
64	AH0002	297.545	297.684	CONTINUER	네.	[35]	[65]	[28]
65	AH0001	299.918	300.138	CONTINUER	으흠.	[36]	[67]	[3]
66	AH0001	302.318	302.528	CONTINUER	네.	[36]	[67]	[6]
67	AH0001	304.413	305.343	UNDERSTANDING	아. 네.	[36]	[67]	[12]
68	AH0001	307.371	308.266	ASSESSMENT	음.	[36]	[68]	[4]
69	AH0001	310.904	311.276	CONTINUER	네.	[36]	[68]	[12]
70	AH0001	313.196	313.811	UNDERSTANDING	아.	[36]	[68]	[17]
71	AH0002	318.873	319.083	CONTINUER	네.	[37]	[69]	[9]
72	AH0002	322.008	322.233	AFFIRMATIVE	그렇죠.	[37]	[69]	[17]
73	AH0002	325.408	325.643	CONTINUER	네.	[37]	[70]	[1]
74	AH0002	332.198	333.148	AFFIRMATIVE	음. 맞아요.	[37]	[70]	[15]
75	AH0001	337.841	338.246	CONTINUER	네.	[38]	[72]	[4]
76	AH0002	343.678	344.223	AFFIRMATIVE	맞아요.	[39]	[73]	[10]
77	AH0002	349.566	349.916	CONTINUER	예.	[41]	[76]	[2]
78	AH0002	358.242	358.807	CONTINUER	음음.	[43]	[79]	[6]
79	AH0002	359.851	360.236	CONTINUER	예.	[43]	[79]	[9]
80	AH0001	361.166	361.406	CONTINUER	네.	[44]	[80]	[1]
81	AH0001	363.072	363.567	UNDERSTANDING	아. 네.	[44]	[81]	[1]
82	AH0002	377.39	377.6	CONTINUER	네.	[47]	[85]	[1]
