uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.66	0.74	자.	[]
1	1	2	AH0001	0.78	0.92	로고송	[]
1	1	3	AH0001	1.121	1.281	듣고	[]
1	1	4	AH0001	1.301	1.582	와서	[]
1	1	5	AH0001	1.602	2.303	화요일에	[]
1	1	6	AH0001	2.604	2.864	우리가	[]
1	1	7	AH0001	3.145	3.425	만나고	[]
1	1	8	AH0001	3.465	3.545	싶은	[]
1	1	9	AH0001	3.686	3.946	분이죠.	[]
1	1	10	AH0001	4.187	4.347	@이름6	[]
1	1	11	AH0001	4.467	4.587	시인	[]
1	1	12	AH0001	4.748	5.91	만나보겠습니다.	[]
1	2	1	AH0001	5.911	6.232	그	[]
1	2	2	AH0001	6.272	6.573	남자가	[]
1	2	3	AH0001	6.673	6.914	고르면	[]
1	2	4	AH0001	7.315	7.615	뭔가	[]
1	2	5	AH0001	7.896	8.097	다르다.	[]
2	3	1	AH0002	8.578	9.143	셀렉트	[]
2	3	2	AH0002	9.203	9.869	바이	[]
2	3	3	AH0002	10.151	10.554	오엔	[]
3	4	1	AH0001	10.977	11.158	네.	[]
3	4	2	AH0001	11.481	11.803	@이름6씨	[]
3	4	3	AH0001	11.843	12.347	오셨습니다.	[]
3	4	4	AH0001	12.367	12.81	안녕하세요.	[]
4	5	1	AH0002	12.81	13.438	안녕하세요.	[]
4	5	2	AH0002	13.458	13.883	@이름6입니다.	[]
4	5	3	AH0002	13.924	14.673	반갑습니다.	[]
5	6	1	AH0001	14.673	14.894	네.	[]
5	6	2	AH0001	14.914	15.395	반갑습니다.	[]
5	6	3	AH0001	15.636	15.757	@이름6	[]
5	6	4	AH0001	15.837	15.977	시인은	[]
5	6	5	AH0001	16.038	16.298	정말	[]
5	6	6	AH0001	16.318	17.523	어	[]
5	6	7	AH0001	17.683	18.064	우리에게	[]
5	6	8	AH0001	18.365	18.947	비타민같은	[]
5	6	9	AH0001	19.228	19.569	분이시죠.	[]
5	7	1	AH0001	20.372	20.872	힌트를	[1]
5	7	2	AH0001	20.913	21.253	드리자면	[]
5	7	3	AH0001	21.433	21.633	그	[]
5	7	4	AH0001	21.813	22.254	놀랍게도	[]
5	7	5	AH0001	22.975	23.315	오늘의	[]
5	7	6	AH0001	23.435	23.595	그	[]
5	7	7	AH0001	23.715	23.875	아까	[]
5	7	8	AH0001	23.935	24.116	알람	[]
5	7	9	AH0001	24.216	24.356	퀴즈	[]
5	7	10	AH0001	24.416	24.836	정답이	[]
5	7	11	AH0001	25.037	25.397	음료가	[]
5	7	12	AH0001	25.457	25.557	있지	[]
5	7	13	AH0001	25.577	26.098	않습니까.	[2]
5	7	14	AH0001	26.318	26.418	그	[]
5	7	15	AH0001	26.458	27.099	음료에다가	[]
5	7	16	AH0001	27.759	27.939	@이름6	[]
5	7	17	AH0001	27.959	28.32	시인과	[]
5	7	18	AH0001	28.38	28.6	어울리는	[]
5	7	19	AH0001	28.74	29.321	오렌지를	[]
5	7	20	AH0001	29.921	30.282	띄우고	[]
5	7	21	AH0001	30.422	30.622	오렌지	[]
5	7	22	AH0001	30.722	31.042	시럽을	[]
5	7	23	AH0001	31.223	31.343	부은	[]
5	7	24	AH0001	31.383	31.623	음료가	[]
5	7	25	AH0001	31.663	31.843	있다는	[]
5	7	26	AH0001	31.863	31.883	거	[]
5	7	27	AH0001	31.903	32.224	아십니까?	[]
6	8	1	AH0002	32.605	32.866	아	[]
6	8	2	AH0002	33.046	33.267	맛이	[]
6	8	3	AH0002	33.307	33.688	어떨까	[]
6	8	4	AH0002	33.748	34.49	궁금합니다.	[]
6	8	5	AH0002	34.59	34.81	어떤	[]
6	8	6	AH0002	34.911	35.472	드셔보셨어요?	[]
7	9	1	AH0001	35.472	35.838	네.	[]
7	9	2	AH0001	35.858	36.488	먹어봤는데	[]
8	10	1	AH0002	36.61	36.833	어떤	[]
8	10	2	AH0002	36.873	37.075	맛이	[]
8	10	3	AH0002	37.116	37.743	나나요?	[]
9	11	1	AH0001	37.743	38.025	어	[]
9	11	2	AH0001	38.247	38.61	괜찮습니다.	[]
10	12	1	AH0002	38.61	38.731	아.	[]
10	12	2	AH0002	38.851	39.173	그래요.	[]
10	12	3	AH0002	39.234	39.254	아	[]
11	13	1	AH0001	39.616	40.037	상상한	[]
11	13	2	AH0001	40.097	40.497	느낌과는	[]
11	13	3	AH0001	40.558	40.878	다른데	[]
11	13	4	AH0001	40.898	41.8	사실	[3]
11	13	5	AH0001	41.86	42.26	커피도	[]
11	13	6	AH0001	42.32	42.481	그	[]
11	13	7	AH0001	43.562	43.783	이제	[]
11	13	8	AH0001	44.304	44.484	어	[]
11	13	9	AH0001	44.624	44.724	이	[]
11	13	10	AH0001	44.784	45.305	음료가	[]
11	13	11	AH0001	45.486	45.826	산미가	[]
11	13	12	AH0001	45.886	46.047	원래	[]
11	13	13	AH0001	46.067	46.087	좀	[]
11	13	14	AH0001	46.107	47.128	있잖아요.	[4]
11	13	15	AH0001	47.188	47.349	약간	[]
11	13	16	AH0001	47.449	47.549	사	[]
11	13	17	AH0001	47.689	47.789	신맛	[]
12	14	1	AH0002	48.15	48.44	신맛이	[]
12	14	2	AH0002	48.502	48.75	있죠.	[]
13	15	1	AH0001	48.75	49.071	그런	[]
13	15	2	AH0001	49.111	49.311	것은	[]
13	15	3	AH0001	49.331	49.371	이제	[]
13	15	4	AH0001	49.551	49.932	과일에	[]
13	15	5	AH0001	49.992	50.273	어떤	[]
13	15	6	AH0001	50.353	51.255	산미로	[]
13	15	7	AH0001	51.475	52.196	보강하면서	[]
14	16	1	AH0002	52.617	52.778	그럼	[]
14	16	2	AH0002	52.92	53.122	아주	[]
14	16	3	AH0002	53.202	54.05	시겠네요?	[]
15	17	1	AH0001	54.214	54.554	근데	[]
15	17	2	AH0001	54.574	54.594	그	[]
15	17	3	AH0001	54.674	54.815	향이	[]
15	17	4	AH0001	54.895	54.955	또	[]
15	17	5	AH0001	55.075	55.415	과일의	[]
15	17	6	AH0001	55.495	55.775	어떤	[]
15	17	7	AH0001	56.236	56.696	근간을	[]
15	17	8	AH0001	56.756	56.876	이루고	[]
15	17	9	AH0001	56.997	57.157	있다	[]
15	17	10	AH0001	57.237	57.937	보니까	[5]
15	17	11	AH0001	57.957	57.977	또	[]
15	17	12	AH0001	58.238	58.418	이제	[]
15	17	13	AH0001	58.498	58.778	새롭게	[]
15	17	14	AH0001	58.898	59.759	어울리면서	[6]
15	17	15	AH0001	60.62	60.66	아주	[]
16	18	1	AH0002	60.683	61.045	신맛의	[]
16	18	2	AH0002	61.125	61.366	층위가	[]
16	18	3	AH0002	61.426	61.486	좀	[]
16	18	4	AH0002	61.547	61.828	다르기	[]
16	18	5	AH0002	61.928	62.25	때문에	[]
16	18	6	AH0002	62.511	63.334	괜찮았다	[]
16	18	7	AH0002	63.375	63.415	라고	[]
16	18	8	AH0002	63.435	63.917	하셨네요.	[]
17	19	1	AH0001	63.916	65.157	고급스럽고	[7]
17	19	2	AH0001	65.177	65.437	이케	[]
17	19	3	AH0001	65.718	66.018	두께가	[]
17	19	4	AH0001	66.058	66.218	있는	[]
17	19	5	AH0001	66.278	66.378	그런	[8]
17	19	6	AH0001	66.478	66.698	맛이	[]
17	19	7	AH0001	66.718	67.98	나옵니다.아유	[]
17	19	8	AH0001	68.06	68.3	정말	[]
17	19	9	AH0001	68.36	68.6	힌트를	[]
17	19	10	AH0001	68.66	68.88	드리는	[]
17	19	11	AH0001	68.9	68.92	건	[]
17	19	12	AH0001	68.98	69.181	어려운	[]
17	19	13	AH0001	69.241	69.741	일이죠.	[9]
17	19	14	AH0001	69.981	70.282	저희는	[]
17	19	15	AH0001	70.322	70.362	인제	[]
17	19	16	AH0001	70.822	70.922	한	[]
17	19	17	AH0001	70.942	70.982	주	[]
17	19	18	AH0001	71.042	71.182	동안	[]
17	19	19	AH0001	71.202	71.222	잘	[]
17	19	20	AH0001	71.262	71.883	지내셨습니까?	[]
18	20	1	AH0002	71.883	72.445	아	[]
18	20	2	AH0002	72.465	72.485	네	[]
18	20	3	AH0002	72.546	72.847	올해도	[]
18	20	4	AH0002	72.947	73.148	벌써	[]
18	20	5	AH0002	73.208	73.308	삼	[]
18	20	6	AH0002	73.409	73.569	분의	[]
18	20	7	AH0002	73.59	73.61	일	[]
18	20	8	AH0002	73.69	73.73	이	[]
18	20	9	AH0002	73.77	73.851	다	[]
18	20	10	AH0002	73.891	74.011	간	[]
18	20	11	AH0002	74.091	74.513	거예요.	[]
18	20	12	AH0002	75.156	75.236	오	[]
18	20	13	AH0002	75.296	77.083	월이잖아요.	[]
18	21	1	AH0002	77.083	77.363	저.	[]
18	21	2	AH0002	77.484	77.524	그	[]
18	21	3	AH0002	77.584	77.764	생각	[]
18	21	4	AH0002	77.804	78.265	하니까	[]
18	21	5	AH0002	78.566	78.666	한	[]
18	21	6	AH0002	78.706	78.886	것도	[]
18	21	7	AH0002	78.946	79.267	없이	[]
18	21	8	AH0002	79.287	79.307	삼	[]
18	21	9	AH0002	79.828	79.968	분의	[]
18	21	10	AH0002	79.988	80.008	일	[]
18	21	11	AH0002	80.068	80.108	이	[]
18	21	12	AH0002	80.168	80.669	지나갔구나.	[]
19	22	1	AH0001	81.15	81.291	우리	[]
19	22	2	AH0001	81.351	81.833	합숙하면서	[]
19	22	3	AH0001	81.894	81.954	뭐	[]
19	22	4	AH0001	82.014	82.094	하나	[]
19	22	5	AH0001	82.135	82.315	해야되지	[]
19	22	6	AH0001	82.356	82.737	않습니까?	[]
20	23	1	AH0002	83.058	83.622	합숙해야	[]
20	23	2	AH0002	83.642	83.662	돼	[]
20	23	3	AH0002	83.783	84.165	해야될것	[]
20	23	4	AH0002	84.186	84.568	같아요.	[]
20	23	5	AH0002	84.649	84.729	저희	[]
20	23	6	AH0002	84.79	84.931	노래도	[]
20	23	7	AH0002	84.991	85.172	하나	[]
20	23	8	AH0002	85.293	85.454	쓰고	[10]
20	24	1	AH0002	86.328	86.55	책도	[]
20	24	2	AH0002	86.691	86.852	쓰고	[]
21	25	1	AH0001	87.295	87.456	우리	[]
21	25	2	AH0001	87.497	87.739	같이	[]
21	25	3	AH0001	87.759	87.981	하기로	[]
21	25	4	AH0001	88.022	88.526	한게	[]
21	25	5	AH0001	88.546	88.607	많은데	[]
22	26	1	AH0002	88.627	89.012	하기로	[]
22	26	2	AH0002	89.032	89.093	한게	[]
22	26	3	AH0002	89.154	89.479	많은데	[]
23	27	1	AH0001	89.661	90.043	합숙을	[]
23	27	2	AH0001	90.083	90.164	해야	[]
23	27	3	AH0001	90.244	90.627	하는데.	[11]
23	27	4	AH0001	90.828	90.848	네.	[]
24	28	1	AH0002	91.498	92.565	의기투합을	[12]
24	28	2	AH0002	93.189	93.531	조만간	[]
24	28	3	AH0002	93.591	93.893	갖도록	[]
24	28	4	AH0002	93.973	94.376	하죠.	[]
25	29	1	AH0001	94.459	94.861	알겠습니다.	[]
25	29	2	AH0001	94.921	95.122	제가	[]
