uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.5	0.64	근데	[]
1	1	2	AH0001	0.68	1.542	말씀하셨다시피	[]
1	1	3	AH0001	1.983	2.164	그런	[]
1	1	4	AH0001	2.304	2.665	근대	[]
1	1	5	AH0001	2.745	3.406	자본주의	[]
1	1	6	AH0001	3.547	4.348	속에서의	[]
1	1	7	AH0001	6.072	6.473	그	[]
1	1	8	AH0001	7.115	7.596	사람에게	[]
1	1	9	AH0001	7.776	7.996	가장	[]
1	1	10	AH0001	8.117	8.297	좋은	[]
1	1	11	AH0001	8.397	8.478	게	[]
1	1	12	AH0001	8.578	9.039	뭐다라고	[]
1	1	13	AH0001	9.099	9.179	하는	[]
1	1	14	AH0001	9.279	9.4	거를	[]
1	2	1	AH0001	10.43	10.511	그	[]
1	2	2	AH0001	10.632	10.773	딸	[]
1	2	3	AH0001	10.914	11.156	둘은	[]
1	2	4	AH0001	11.217	11.419	알고	[]
1	2	5	AH0001	11.439	12.145	있었다.	[1]
2	3	1	AH0002	13.836	14.257	이른바	[]
2	3	2	AH0002	14.677	15.018	화폐	[]
2	3	3	AH0002	15.158	15.759	신이라고	[2]
2	3	4	AH0002	15.919	16.16	얘기를	[]
2	3	5	AH0002	16.2	16.601	하죠.	[]
2	3	6	AH0002	17.442	17.702	화폐	[]
2	3	7	AH0002	17.782	18.103	신이란	[]
2	3	8	AH0002	18.183	18.604	말도	[]
2	3	9	AH0002	19.325	20.467	셰익스피어가	[]
2	3	10	AH0002	20.747	20.827	이	[]
2	3	11	AH0002	20.888	21.248	아테네의	[]
2	3	12	AH0002	21.328	21.869	타이먼이란	[]
2	4	1	AH0002	22.548	22.648	그	[]
2	4	2	AH0002	22.729	23.131	드라마에서	[]
2	4	3	AH0002	23.191	23.291	한	[]
2	4	4	AH0002	23.412	24.437	말입니다마는	[3]
2	4	5	AH0002	25.099	25.421	보이는	[]
2	4	6	AH0002	25.562	26.024	신이라는	[]
2	4	7	AH0002	26.104	26.425	얘기죠.	[]
2	4	8	AH0002	26.566	27.048	그러니까	[4]
2	5	1	AH0002	28.239	28.399	우리	[]
2	5	2	AH0002	28.459	28.719	시대	[]
2	5	3	AH0002	29.08	29.48	자본주의	[]
2	5	4	AH0002	29.54	30.24	시대를	[]
2	5	5	AH0002	31.681	32.162	떠받치는	[]
2	5	6	AH0002	32.422	32.602	가장	[]
2	5	7	AH0002	32.722	33.362	강력한	[]
2	5	8	AH0002	33.543	34.183	전지전능한	[]
2	5	9	AH0002	34.243	34.503	힘은	[]
2	5	10	AH0002	34.843	35.204	화폐에서	[]
2	5	11	AH0002	35.264	35.724	나온다는	[]
2	5	12	AH0002	35.824	35.964	걸	[5]
2	5	13	AH0002	36.364	37.105	알았던거죠.	[]
2	6	1	AH0002	37.236	37.697	아니	[6]
2	6	2	AH0002	37.777	38.037	명민	[]
2	6	3	AH0002	38.077	38.298	했다고	[]
2	6	4	AH0002	38.318	38.378	할	[]
2	6	5	AH0002	38.458	38.518	수	[]
