bid	speaker	start	end	category	text	respondee_uid	respondee_sid	respondee_wid
1	DG0001	25.262	25.707	CONTINUER	음.	[4]	[5]	[16]
2	DG0001	27.917	28.432	CONTINUER	네.	[4]	[5]	[20]
3	DG0001	34.184	35.064	CONTINUER	네네네네.	[4]	[6]	[12]
4	DG0002	38.999	39.809	AFFIRMATIVE	그렇죠. 예.	[5]	[7]	[6]
5	DG0001	47.395	47.775	CONTINUER	음.	[6]	[8]	[9]
6	DG0001	50.465	51.025	UNDERSTANDING	아.	[6]	[8]	[16]
7	DG0001	53.755	54.54	ASSESSMENT	아하!	[6]	[8]	[23]
8	DG0001	57.767	58.082	CONTINUER	네.	[6]	[9]	[4]
9	DG0001	65.007	65.947	CONTINUER	네. 네.	[6]	[9]	[18]
10	DG0001	91.976	92.516	CONTINUER	네네.	[8]	[14]	[6]
11	DG0001	97.537	98.261	CONTINUER	네네.	[8]	[14]	[14]
12	DG0001	107.205	107.915	CONTINUER	네네.	[12]	[19]	[6]
13	DG0001	110.03	110.595	CONTINUER	네.	[12]	[19]	[10]
14	DG0001	113.301	113.566	CONTINUER	응.	[12]	[20]	[5]
15	DG0001	116.201	116.581	CONTINUER	음.	[12]	[20]	[9]
16	DG0001	122.396	122.756	CONTINUER	네.	[14]	[22]	[8]
17	DG0001	127.043	127.368	CONTINUER	음.	[14]	[23]	[6]
18	DG0001	128.588	129.038	UNDERSTANDING	아.	[14]	[23]	[9]
19	DG0001	134.647	135.097	CONTINUER	네네.	[14]	[24]	[11]
20	DG0001	136.027	136.412	CONTINUER	네.	[14]	[25]	[4]
21	DG0001	137.607	137.982	CONTINUER	음.	[14]	[25]	[7]
22	DG0001	145.083	145.633	AFFIRMATIVE	그렇죠.	[14]	[27]	[3]
23	DG0001	151.882	152.408	AFFIRMATIVE	그렇죠.	[16]	[29]	[12]
24	DG0001	165.394	165.664	CONTINUER	음.	[16]	[31]	[1]
25	DG0001	169.011	169.798	CONTINUER	네네.	[16]	[31]	[7]
26	DG0001	173.958	174.168	CONTINUER	네.	[16]	[32]	[7]
27	DG0001	177.668	178.148	AFFIRMATIVE	맞아요.	[16]	[32]	[16]
28	DG0001	191.955	192.3	CONTINUER	어.	[18]	[35]	[7]
29	DG0001	196.433	197.843	AFFIRMATIVE	맞아요. 맞아요.	[18]	[36]	[4]
30	DG0001	199.928	200.373	CONTINUER	네.	[18]	[36]	[10]
31	DG0001	201.798	202.248	CONTINUER	네.	[18]	[36]	[14]
32	DG0001	205.328	205.693	CONTINUER	어.	[18]	[36]	[20]
33	DG0001	214.186	214.501	CONTINUER	응.	[18]	[37]	[12]
34	DG0001	221.141	221.646	CONTINUER	네.	[18]	[37]	[28]
35	DG0001	226.606	227.07	CONTINUER	네.	[18]	[38]	[13]
36	DG0001	228.02	228.595	UNDERSTANDING	아.	[18]	[39]	[3]
37	DG0001	231.266	231.835	CONTINUER	네네.	[18]	[40]	[7]
38	DG0001	232.815	233.34	CONTINUER	예.	[18]	[41]	[3]
39	DG0001	237.92	238.665	CONTINUER	네네.	[18]	[41]	[16]
40	DG0002	267.757	268.047	CONTINUER	응.	[19]	[45]	[14]
41	DG0002	272.972	273.362	CONTINUER	예예.	[19]	[46]	[11]
42	DG0001	277.367	277.662	CONTINUER	네.	[20]	[47]	[10]
43	DG0001	282.545	282.88	CONTINUER	네.	[20]	[48]	[7]
44	DG0001	284.266	284.64	AFFIRMATIVE	그렇죠.	[20]	[48]	[11]
45	DG0001	289.145	290.42	CONTINUER	네. 네네.	[20]	[49]	[11]
46	DG0001	292.315	292.775	CONTINUER	네.	[20]	[49]	[20]
47	DG0001	295.215	295.665	CONTINUER	네.	[20]	[49]	[26]
48	DG0001	297.415	297.715	CONTINUER	네.	[20]	[50]	[4]
49	DG0001	305.17	305.565	CONTINUER	음.	[20]	[50]	[20]
50	DG0001	307.835	308.28	CONTINUER	네.	[20]	[50]	[26]
51	DG0001	314.894	315.184	CONTINUER	음.	[20]	[51]	[14]
52	DG0001	319.121	319.331	CONTINUER	응.	[22]	[53]	[5]
53	DG0001	324.476	325.151	UNDERSTANDING	아하.	[22]	[53]	[18]
54	DG0001	328.713	329.018	CONTINUER	네.	[22]	[54]	[8]
55	DG0001	331.253	331.533	CONTINUER	네.	[22]	[54]	[11]
56	DG0001	332.588	333.043	CONTINUER	네.	[22]	[54]	[17]
57	DG0001	390.478	390.868	CONTINUER	으흠.	[24]	[63]	[7]
58	DG0001	397.476	397.706	CONTINUER	네.	[26]	[65]	[5]
59	DG0002	402.553	403.143	AFFIRMATIVE	그렇죠.	[27]	[67]	[3]
