uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.5	1.301	어디론가	[]
1	1	2	AH0001	1.441	1.801	훌쩍	[]
1	1	3	AH0001	2.022	2.322	떠나고	[]
1	1	4	AH0001	2.362	2.602	싶은	[]
1	1	5	AH0001	2.703	3.163	토요일	[]
1	1	6	AH0001	3.303	3.644	오후	[]
1	1	7	AH0001	4.204	4.404	이런	[]
1	1	8	AH0001	4.465	4.745	여행은	[]
1	1	9	AH0001	4.805	5.386	어떠세요	[]
1	1	10	AH0001	5.986	6.447	이야기가	[]
1	1	11	AH0001	6.507	6.767	있는	[]
1	1	12	AH0001	7.108	7.808	역사여행.	[]
1	2	1	AH0001	8.399	8.8	토요일에	[]
1	2	2	AH0001	8.86	9.461	함께하는	[]
1	2	3	AH0001	9.582	9.963	이야기가	[]
1	2	4	AH0001	10.003	10.163	있는	[]
1	2	5	AH0001	10.223	10.885	역사여행	[]
1	2	6	AH0001	11.085	11.666	역사학자	[]
1	2	7	AH0001	11.787	12.228	@이름1	[]
1	2	8	AH0001	12.288	12.669	교수님	[]
1	2	9	AH0001	12.729	13.47	나오셨습니다	[]
1	2	10	AH0001	13.51	14.112	안녕하세요.	[]
2	3	1	AH0002	14.634	14.674	예	[]
2	3	2	AH0002	14.695	15.261	안녕하십니까.	[]
3	4	1	AH0001	15.764	15.885	자	[]
3	4	2	AH0001	15.985	16.266	오늘의	[]
3	4	3	AH0001	16.327	17.07	역사여행	[]
3	4	4	AH0001	17.191	17.251	또	[]
3	4	5	AH0001	17.331	18.296	떠나보겠습니다	[]
3	4	6	AH0001	18.416	18.677	어디로	[]
3	4	7	AH0001	18.717	19.16	가보나요	[]
3	4	8	AH0001	19.18	19.441	오늘은?	[]
4	5	1	AH0002	20.086	20.347	우리	[]
4	5	2	AH0002	20.427	20.487	뭐	[]
4	5	3	AH0002	20.607	21.068	지난	[]
4	5	4	AH0002	21.369	21.569	시간에	[]
4	5	5	AH0002	21.649	21.89	계속	[]
4	5	6	AH0002	22.05	22.391	정조	[]
4	5	7	AH0002	22.411	23.072	이야기가	[]
4	5	8	AH0002	23.232	23.513	계속	[]
4	5	9	AH0002	23.653	24.435	나왔었는데	[1]
4	5	10	AH0002	25.116	25.357	항상	[]
4	5	11	AH0002	25.497	25.557	또	[]
4	5	12	AH0002	25.657	26.078	떠오르는	[]
4	5	13	AH0002	26.118	26.379	인물이	[]
4	5	14	AH0002	26.439	26.619	바로	[]
4	5	15	AH0002	26.66	26.92	우리	[]
4	5	16	AH0002	27.06	27.281	다산	[]
4	5	17	AH0002	27.381	27.702	정약용	[]
4	5	18	AH0002	27.902	28.123	선생.	[2]
4	6	1	AH0002	28.929	29.169	그래서	[]
4	6	2	AH0002	29.229	29.309	이	[]
4	6	3	AH0002	29.89	30.07	우리	[]
4	6	4	AH0002	30.09	30.15	뭐	[]
4	6	5	AH0002	30.23	30.45	조선	[]
4	6	6	AH0002	30.47	30.59	후기	[]
4	6	7	AH0002	30.65	30.93	실학을	[]
4	6	8	AH0002	31.01	31.51	집대성한	[]
4	6	9	AH0002	31.631	32.331	학자로도	[]
4	6	10	AH0002	32.471	32.591	잘	[]
4	6	11	AH0002	32.631	32.931	알려져	[]
4	6	12	AH0002	32.971	33.391	있는데	[3]
4	6	13	AH0002	33.532	33.672	이	[]
4	6	14	AH0002	34.212	34.512	정약용	[]
4	6	15	AH0002	34.632	34.992	선생이	[]
4	6	16	AH0002	35.112	35.333	결국	[]
4	6	17	AH0002	35.493	35.793	실학을	[]
4	6	18	AH0002	35.873	36.213	완성할	[]
4	6	19	AH0002	36.293	36.353	수	[]
4	6	20	AH0002	36.373	36.713	있었던	[]
4	6	21	AH0002	36.793	37.234	결정적인	[]
4	6	22	AH0002	37.314	37.614	계기는.	[]
4	7	1	AH0002	38.395	38.495	그	[]
4	7	2	AH0002	38.636	38.997	천주교	[]
4	7	3	AH0002	39.077	39.318	박해	[]
4	7	4	AH0002	39.398	39.78	사건으로	[]
4	7	5	AH0002	39.88	40.141	유배를	[]
4	7	6	AH0002	40.201	40.382	가게	[]
4	7	7	AH0002	40.442	40.884	되거든요.	[4]
4	7	8	AH0002	41.064	41.486	그래서	[]
4	7	9	AH0002	41.546	41.907	다산	[]
4	7	10	AH0002	42.108	42.549	정약용	[]
4	7	11	AH0002	42.63	42.911	선생이	[]
4	7	12	AH0002	43.392	43.513	거의	[]
4	7	13	AH0002	43.613	43.854	십팔	[]
4	7	14	AH0002	43.914	43.994	년	[]
4	7	15	AH0002	44.095	44.316	동안	[]
4	7	16	AH0002	44.436	44.677	유배를	[]
4	7	17	AH0002	44.777	45.138	보냈던.	[]
4	8	1	AH0002	45.715	46.297	전라도	[]
4	8	2	AH0002	46.357	46.498	이	[]
4	8	3	AH0002	46.739	47.482	강진에	[]
4	8	4	AH0002	47.502	47.522	그	[]
4	8	5	AH0002	47.662	48.084	정약용	[]
4	8	6	AH0002	48.164	48.445	유적지를	[]
4	8	7	AH0002	48.465	48.546	한	[]
4	8	8	AH0002	48.586	48.666	번	[]
4	8	9	AH0002	48.726	49.028	찾아가	[]
4	8	10	AH0002	49.108	49.309	보기로	[]
4	8	11	AH0002	49.389	49.911	하겠습니다.	[5]
4	9	1	AH0002	51.006	51.226	강진	[]
4	9	2	AH0002	51.307	51.467	하면	[]
4	9	3	AH0002	51.647	52.229	제일	[]
4	9	4	AH0002	52.249	52.269	그	[]
4	9	5	AH0002	52.349	52.99	정약용의	[]
4	9	6	AH0002	53.471	54.173	유배지로서	[]
4	9	7	AH0002	54.253	54.413	가장	[]
4	9	8	AH0002	54.494	54.634	오래	[]
4	9	9	AH0002	54.674	55.035	있었고	[]
4	9	10	AH0002	55.195	55.496	또	[6]
4	9	11	AH0002	55.716	56.137	학문의	[]
4	9	12	AH0002	56.338	56.799	산실이	[]
4	9	13	AH0002	56.859	57.34	됐던	[]
4	9	14	AH0002	57.801	58.041	그래서	[]
4	9	15	AH0002	58.062	58.162	이	[]
4	9	16	AH0002	58.282	58.563	다산	[]
4	9	17	AH0002	58.663	59.004	선생이	[]
4	9	18	AH0002	59.084	59.525	이곳에서.	[]
4	10	1	AH0002	60.138	60.218	그	[]
4	10	2	AH0002	60.539	60.879	초가로	[]
4	10	3	AH0002	60.979	61.16	집을	[]
4	10	4	AH0002	61.24	61.52	지었다	[]
4	10	5	AH0002	61.56	61.781	해서	[]
4	10	6	AH0002	62.281	62.642	다산	[]
4	10	7	AH0002	62.882	63.003	호	[]
4	10	8	AH0002	63.103	63.383	다산	[]
4	10	9	AH0002	63.543	63.744	그리고	[]
4	10	10	AH0002	63.804	64.064	이제	[7]
4	10	11	AH0002	64.345	65.106	다산초당이라고	[]
4	10	12	AH0002	65.246	65.727	부르죠.	[]
5	11	1	AH0001	65.729	66.81	그렇군요	[]
5	11	2	AH0001	67.17	67.371	아	[]
5	11	3	AH0001	67.571	68.111	유배생활을	[]
5	11	4	AH0001	68.211	68.632	강진에서	[]
5	11	5	AH0001	69.212	69.513	십팔	[]
5	11	6	AH0001	69.573	69.673	년	[]
5	11	7	AH0001	69.753	69.933	동안	[]
5	11	8	AH0001	69.953	70.374	했습니까.	[]
6	12	1	AH0002	71.197	71.217	예.	[]
6	12	2	AH0002	71.397	71.618	우리	[]
6	12	3	AH0002	71.718	72.239	다산	[]
6	12	4	AH0002	72.34	72.68	선생은	[]
6	12	5	AH0002	72.901	73.422	사실은	[]
6	12	6	AH0002	73.442	73.843	천주교	[8]
6	12	7	AH0002	73.923	74.484	박해	[]
6	12	8	AH0002	74.785	75.186	사건으로	[]
6	12	9	AH0002	75.266	75.908	연루되었을	[]
6	12	10	AH0002	76.028	76.188	때	[]
6	12	11	AH0002	76.85	77.11	처음	[]
6	12	12	AH0002	77.231	77.411	유배	[]
6	12	13	AH0002	77.471	77.571	간	[]
6	12	14	AH0002	77.652	77.872	곳은	[]
6	12	15	AH0002	77.972	78.413	경상도	[]
6	12	16	AH0002	78.514	79.155	장기예요.	[]
6	13	1	AH0002	79.317	79.497	지금	[9]
6	13	2	AH0002	79.758	79.938	우리	[]
6	13	3	AH0002	80.078	80.299	호미	[]
6	13	4	AH0002	80.339	81.26	곶이라고	[10]
6	13	5	AH0002	81.32	81.601	알려져	[]
6	13	6	AH0002	81.621	81.841	있는	[]
6	13	7	AH0002	82.883	83.524	지역인데	[]
6	13	8	AH0002	84.345	84.646	다시	[]
6	13	9	AH0002	84.766	85.307	황사영	[]
6	13	10	AH0002	85.928	86.168	백서	[]
6	13	11	AH0002	86.229	86.609	사건으로	[]
6	13	12	AH0002	86.649	86.79	인해	[]
