bid	speaker	start	end	category	text	respondee_uid	respondee_sid	respondee_wid
1	AH0002	0.675	1.22	AFFIRMATIVE	그렇죠.	[1]	[1]	[1]
2	AH0001	24.196	24.531	CONTINUER	예.	[2]	[5]	[14]
3	AH0002	61.383	61.868	AFFIRMATIVE	그렇죠.	[3]	[9]	[21]
4	AH0001	73.518	73.833	CONTINUER	네.	[4]	[12]	[4]
5	AH0001	89.266	89.706	CONTINUER	예.	[4]	[14]	[14]
6	AH0001	113.53	113.745	CONTINUER	네.	[4]	[16]	[20]
7	AH0001	119.665	120.025	CONTINUER	네.	[4]	[17]	[14]
8	AH0002	133.171	133.536	CONTINUER	네.	[5]	[19]	[7]
9	AH0001	153.979	154.479	CONTINUER	네네.	[6]	[21]	[8]
10	AH0001	157.255	157.615	CONTINUER	네.	[6]	[22]	[1]
11	AH0001	165.405	165.725	CONTINUER	예.	[6]	[22]	[16]
12	AH0001	183.86	184.22	CONTINUER	네.	[6]	[24]	[23]
13	AH0002	216.968	217.639	AFFIRMATIVE	맞습니다.	[7]	[27]	[23]
14	AH0001	231.127	231.687	CONTINUER	네.	[8]	[30]	[14]
15	AH0001	236.428	236.753	CONTINUER	네.	[8]	[31]	[8]
16	AH0001	242.003	242.438	CONTINUER	예.	[8]	[31]	[20]
17	AH0002	261.53	261.715	CONTINUER	네.	[11]	[36]	[4]
18	AH0002	266.476	266.611	CONTINUER	음.	[11]	[38]	[5]
19	AH0001	298.301	298.731	CONTINUER	네.	[14]	[45]	[19]
20	AH0001	316.6	317.455	CONTINUER	아.	[14]	[48]	[7]
21	AH0001	324.485	325.115	CONTINUER	네.	[14]	[49]	[19]
22	AH0002	338.765	339.531	AFFIRMATIVE	그쵸.	[15]	[50]	[18]
23	AH0002	348.536	348.776	CONTINUER	네.	[15]	[51]	[19]
24	AH0001	359.346	359.956	CONTINUER	네.	[16]	[53]	[15]
25	AH0001	364.1	364.395	CONTINUER	네.	[16]	[54]	[9]
26	AH0001	393.244	393.694	CONTINUER	네.	[16]	[57]	[7]
27	AH0001	397.389	398.033	AFFIRMATIVE	그렇습니다.	[16]	[58]	[6]
28	AH0002	405.401	405.681	AFFIRMATIVE	그렇죠.	[17]	[59]	[17]
29	AH0002	433.209	433.444	CONTINUER	네.	[17]	[65]	[3]
30	AH0001	457.395	457.71	CONTINUER	네.	[20]	[68]	[13]
31	AH0001	462.585	462.945	CONTINUER	네.	[20]	[69]	[10]
32	AH0001	473.888	474.498	CONTINUER	네.	[20]	[70]	[25]
33	AH0001	481.297	481.662	CONTINUER	네.	[20]	[72]	[1]
34	AH0001	515.87	516.22	CONTINUER	네.	[20]	[74]	[15]
35	AH0001	538.48	539.0	CONTINUER	어.	[22]	[78]	[26]
36	AH0001	551.894	552.979	CONTINUER	음.	[22]	[80]	[1]
37	AH0001	555.449	555.714	CONTINUER	예.	[22]	[80]	[11]
38	AH0001	557.789	558.254	CONTINUER	네.	[22]	[80]	[16]
39	AH0001	564.239	564.679	CONTINUER	네.	[22]	[81]	[10]
40	AH0001	567.645	568.355	CONTINUER	어.	[22]	[82]	[7]
41	AH0001	570.77	571.31	CONTINUER	아.	[22]	[82]	[14]
42	AH0002	578.588	578.748	CONTINUER	네.	[23]	[83]	[7]
43	AH0002	592.804	593.289	AFFIRMATIVE	그렇죠.	[25]	[87]	[9]
44	AH0001	595.017	595.362	CONTINUER	네.	[26]	[88]	[3]
45	AH0001	609.502	609.842	CONTINUER	네.	[26]	[89]	[4]
46	AH0001	613.668	614.168	CONTINUER	네.	[26]	[91]	[1]
47	AH0001	639.234	639.704	CONTINUER	네.	[26]	[93]	[15]
48	AH0002	647.805	648.025	CONTINUER	네.	[27]	[95]	[5]
49	AH0001	665.053	665.333	CONTINUER	네.	[28]	[98]	[3]
50	AH0001	681.017	681.592	CONTINUER	네.	[28]	[99]	[24]
51	AH0001	689.104	689.419	CONTINUER	네.	[28]	[100]	[13]
52	AH0001	702.757	703.312	CONTINUER	네.	[28]	[102]	[10]
53	AH0001	719.602	719.897	CONTINUER	예.	[30]	[105]	[12]
54	AH0001	739.017	739.327	CONTINUER	네.	[30]	[107]	[26]
55	AH0001	762.541	762.921	CONTINUER	네.	[30]	[109]	[15]
56	AH0001	767.266	767.531	CONTINUER	네.	[30]	[109]	[24]
57	AH0001	787.431	787.706	CONTINUER	예.	[32]	[113]	[9]
58	AH0001	793.13	793.7	CONTINUER	음.	[32]	[114]	[6]
59	AH0001	801.485	801.93	CONTINUER	예.	[32]	[115]	[15]
60	AH0001	809.223	809.728	CONTINUER	음.	[32]	[116]	[13]
61	AH0001	811.498	812.023	CONTINUER	네.	[32]	[116]	[18]
62	AH0002	821.271	821.576	CONTINUER	에.	[33]	[119]	[3]
