uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.5	2.225	반짝거리는	[]
1	1	2	AH0001	2.325	2.586	별을	[]
1	1	3	AH0001	2.666	3.188	볼때마다	[]
1	1	4	AH0001	3.589	3.93	당신	[]
1	1	5	AH0001	4.01	4.331	생각이	[]
1	1	6	AH0001	4.351	4.772	납니다.	[]
1	2	1	AH0001	4.772	5.818	나는	[]
1	2	2	AH0001	5.879	6.221	당신의	[]
1	2	3	AH0001	6.362	6.603	환한	[]
1	2	4	AH0001	6.684	7.005	미소가	[]
1	2	5	AH0001	7.106	7.971	좋습니다라고	[]
1	2	6	AH0001	8.052	8.756	하셨어요.	[]
2	3	1	AH0002	8.755	8.876	네	[]
2	3	2	AH0002	8.956	9.298	마지막에	[]
2	3	3	AH0002	9.338	9.479	약간	[]
2	3	4	AH0002	9.539	9.881	반전이	[]
2	3	5	AH0002	9.901	10.223	있었으면	[]
2	3	6	AH0002	10.283	10.545	좋았을	[]
2	3	7	AH0002	10.585	10.645	것	[]
2	3	8	AH0002	10.665	10.967	같아요	[1]
2	3	9	AH0002	11.168	11.208	난	[]
2	3	10	AH0002	11.288	11.55	당신의	[]
2	3	11	AH0002	11.61	11.992	대머리가	[]
2	3	12	AH0002	12.053	12.696	좋습니다.	[]
2	4	1	AH0002	12.696	13.116	라고	[]
2	4	2	AH0002	13.176	13.397	하면	[]
2	4	3	AH0002	13.477	13.657	뭐	[]
2	4	4	AH0002	13.737	14.217	후광이랑	[]
2	4	5	AH0002	14.237	14.978	연결되면서	[]
2	4	6	AH0002	15.118	15.538	반짝거리는	[]
2	4	7	AH0002	15.598	15.859	별과도	[]
2	4	8	AH0002	15.899	16.339	연결되고	[]
2	4	9	AH0002	16.399	16.679	좋았을	[]
2	4	10	AH0002	16.739	16.779	것	[]
2	4	11	AH0002	16.819	17.24	같은데	[]
2	4	12	AH0002	17.62	17.78	조금	[]
2	4	13	AH0002	17.86	17.94	그	[]
2	4	14	AH0002	17.96	18.2	부분이	[]
2	4	15	AH0002	18.24	18.921	아쉬웠네요.	[]
3	5	1	AH0001	18.921	19.326	반짝임이	[]
3	5	2	AH0001	19.387	19.529	있는	[]
3	5	3	AH0001	19.59	19.732	어떤	[]
3	5	4	AH0001	19.752	20.603	그러셨습니다.	[]
4	6	1	AH0002	20.603	21.027	@이름12	[]
4	6	2	AH0002	21.047	21.188	님이	[]
4	6	3	AH0002	21.249	22.642	보내주셨어요.	[]
4	7	1	AH0002	22.642	23.003	당신을	[]
4	7	2	AH0002	23.063	23.263	처음	[]
4	7	3	AH0002	23.324	23.564	봤을	[]
4	7	4	AH0002	23.684	23.825	때	[]
4	7	5	AH0002	24.306	24.466	나는	[]
4	7	6	AH0002	24.526	24.847	당신을	[]
4	7	7	AH0002	24.927	25.128	기다	[]
4	7	8	AH0002	25.268	25.85	기다리느라	[]
4	7	9	AH0002	25.97	26.311	지치고	[]
4	7	10	AH0002	26.371	27.253	배고팠습니다.	[]
4	8	1	AH0002	27.254	28.396	우리가	[]
4	8	2	AH0002	28.657	28.857	처음	[]
4	8	3	AH0002	28.938	29.198	만나	[]
4	8	4	AH0002	29.258	29.519	같이	[]
4	8	5	AH0002	29.579	30.06	먹었던	[]
4	8	6	AH0002	30.241	30.661	갈치조림을	[]
4	8	7	AH0002	30.742	30.922	먹을	[]
4	8	8	AH0002	31.022	31.423	때마다	[]
4	8	9	AH0002	31.684	31.964	당신	[]
4	8	10	AH0002	32.004	32.265	생각이	[]
4	8	11	AH0002	32.305	32.766	납니다.	[]
4	9	1	AH0002	32.766	33.71	나는	[]
4	9	2	AH0002	33.77	34.091	당신의	[]
