uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.5	1.788	그래서	[]
1	1	2	AH0001	2.492	2.693	하루	[]
1	1	3	AH0001	2.754	2.874	더	[]
1	1	4	AH0001	3.136	3.558	머물기로	[]
1	1	5	AH0001	3.639	4.142	한다.	[]
1	2	1	AH0001	5.191	5.231	야	[]
1	2	2	AH0001	5.251	5.573	이렇게	[]
1	2	3	AH0001	5.633	5.693	또	[]
1	2	4	AH0001	5.834	6.175	감흥에	[]
1	2	5	AH0001	6.296	6.577	따라서	[]
1	2	6	AH0001	6.858	7.44	즉흥적으로	[]
1	2	7	AH0001	7.581	7.822	일정을	[]
1	2	8	AH0001	7.902	8.686	바꾸는	[1]
1	2	9	AH0001	8.927	9.047	그런	[]
1	2	10	AH0001	9.107	9.308	모습이	[]
1	2	11	AH0001	9.369	9.951	드러났네요.	[]
2	3	1	AH0002	10.454	10.614	제가	[]
2	3	2	AH0002	10.674	10.854	이	[]
2	3	3	AH0002	10.955	11.055	파	[]
2	3	4	AH0002	11.235	11.695	부분을	[]
2	3	5	AH0002	12.216	12.516	발췌한	[]
2	3	6	AH0002	12.576	12.877	이유도	[]
2	3	7	AH0002	13.057	13.357	마지막	[]
2	3	8	AH0002	13.417	13.898	문장이	[]
2	3	9	AH0002	13.958	14.859	좋아서인데요.	[2]
2	4	1	AH0002	15.458	15.698	보통	[]
2	4	2	AH0002	15.739	16.179	여행을	[]
2	4	3	AH0002	16.64	16.821	우리는	[]
2	4	4	AH0002	16.901	17.282	굉장히	[]
2	4	5	AH0002	17.763	17.943	시간이	[]
2	4	6	AH0002	18.023	18.584	좁으니까	[]
2	4	7	AH0002	18.825	19.005	시간이	[3]
2	4	8	AH0002	19.065	19.165	별로	[]
2	4	9	AH0002	19.205	19.686	없으니까	[]
2	4	10	AH0002	19.967	20.147	빡빡하게	[]
2	4	11	AH0002	20.187	20.368	여행을	[]
2	4	12	AH0002	20.408	20.508	해야	[]
2	4	13	AH0002	20.568	20.989	되죠.	[]
2	5	1	AH0002	21.218	21.578	아침에	[]
2	5	2	AH0002	21.618	22.019	일어나서	[4]
2	5	3	AH0002	22.139	22.519	똑같이	[]
2	5	4	AH0002	22.58	23.16	일상처럼	[]
2	5	5	AH0002	23.401	23.901	출근처럼	[]
2	5	6	AH0002	24.402	24.622	여행을	[]
2	5	7	AH0002	24.682	24.782	해야	[]
2	5	8	AH0002	24.822	25.243	되는데	[]
2	5	9	AH0002	25.843	26.003	사실	[]
2	5	10	AH0002	26.084	26.444	장기간	[]
2	5	11	AH0002	26.484	26.764	여행을	[]
2	5	12	AH0002	26.804	27.485	하다보면	[]
2	5	13	AH0002	28.426	28.626	어떤	[]
2	5	14	AH0002	28.687	28.847	도시	[]
2	5	15	AH0002	28.887	29.167	정말	[]
2	5	16	AH0002	29.287	29.528	느낌이	[]
2	5	17	AH0002	29.608	29.868	좋아서.	[5]
2	6	1	AH0002	30.934	31.235	하루	[]
2	6	2	AH0002	31.475	31.937	이틀	[]
2	6	3	AH0002	31.957	32.257	있으려고	[]
2	6	4	AH0002	32.277	32.658	그랬는데	[]
2	6	5	AH0002	32.678	32.698	뭐	[]
2	6	6	AH0002	32.899	33.079	며칠	[]
2	6	7	AH0002	33.139	33.2	더	[]
2	6	8	AH0002	33.24	33.541	있고	[6]
2	6	9	AH0002	34.102	34.122	또	[]
2	6	10	AH0002	34.162	34.343	어떤	[]
2	6	11	AH0002	34.403	34.623	도시는	[]
2	6	12	AH0002	34.683	34.764	되게	[]
2	6	13	AH0002	34.824	35.124	기대를	[]
2	6	14	AH0002	35.145	35.225	하고	[]
2	6	15	AH0002	35.245	35.706	갔는데	[]
2	6	16	AH0002	36.408	36.688	느낌이	[]
2	6	17	AH0002	36.748	36.849	안	[]
2	6	18	AH0002	36.949	37.33	좋아서	[7]
2	6	19	AH0002	37.51	37.831	일찍	[]
2	6	20	AH0002	37.972	38.192	떠나는	[]
2	6	21	AH0002	38.252	38.513	경우도	[]
2	6	22	AH0002	38.533	38.934	있어요.	[8]
2	7	1	AH0002	39.47	39.67	저는	[]
2	7	2	AH0002	39.75	39.91	그게	[]
2	7	3	AH0002	39.971	40.031	되게	[]
2	7	4	AH0002	40.091	40.371	여행이	[]
2	7	5	AH0002	40.471	40.771	주는	[]
2	7	6	AH0002	40.791	40.811	음	[]
2	7	7	AH0002	41.753	42.694	뭐랄까	[]
2	7	8	AH0002	42.794	42.894	되게	[]
2	7	9	AH0002	42.974	43.394	감각의	[]
2	7	10	AH0002	43.454	43.795	단순화?	[]
2	8	1	AH0002	43.998	44.799	아까	[9]
2	8	2	AH0002	44.879	45.24	오프닝에도	[]
2	8	3	AH0002	45.3	45.641	힘빼기	[]
2	8	4	AH0002	45.681	45.821	얘길	[]
2	8	5	AH0002	45.861	46.282	했는데	[]
2	8	6	AH0002	46.923	47.163	여행을	[]
2	8	7	AH0002	47.203	47.704	하다보면	[]
2	8	8	AH0002	47.885	48.145	작은	[]
2	8	9	AH0002	48.225	48.826	감정들이	[]
2	8	10	AH0002	48.866	49.026	되게	[]
2	8	11	AH0002	49.087	49.467	집중하게	[]
2	8	12	AH0002	49.507	49.928	되잖아요.	[]
2	9	1	AH0002	50.018	50.641	맛있는	[10]
2	9	2	AH0002	50.661	50.721	거	[]
2	9	3	AH0002	50.781	50.902	먹으면	[]
2	9	4	AH0002	50.962	51.122	기분	[]
2	9	5	AH0002	51.183	51.484	좋아지는	[11]
2	9	6	AH0002	51.966	52.006	거고.	[]
2	10	1	AH0002	52.09	52.35	날씨	[]
2	10	2	AH0002	52.411	52.631	좋은	[]
2	10	3	AH0002	52.651	52.671	곳	[]
2	10	4	AH0002	52.691	52.851	가면	[]
2	10	5	AH0002	52.931	53.072	기분	[]
2	10	6	AH0002	53.152	53.452	좋고	[]
2	10	7	AH0002	54.093	54.534	어린아이가	[]
2	10	8	AH0002	54.594	55.035	지나가다가	[]
2	10	9	AH0002	55.075	55.255	미소	[]
2	10	10	AH0002	55.316	55.636	지으면	[12]
2	10	11	AH0002	55.997	56.157	그날	[]
2	10	12	AH0002	56.217	56.377	기분이	[]
2	10	13	AH0002	56.457	56.698	굉장히	[]
2	10	14	AH0002	56.778	57.199	좋아지는	[]
2	10	15	AH0002	57.339	57.399	그	[]
2	10	16	AH0002	57.459	57.84	도시가	[]
2	10	17	AH0002	58.281	58.501	좋게	[]
2	10	18	AH0002	58.561	59.102	보이잖아요?	[]
2	11	1	AH0002	59.685	59.825	그래서	[]
2	11	2	AH0002	59.846	60.026	저도	[]
2	11	3	AH0002	60.548	60.628	아	[]
2	11	4	AH0002	60.668	60.889	이런	[]
2	11	5	AH0002	61.01	61.692	감각을	[]
2	11	6	AH0002	62.234	62.314	이	[]
2	11	7	AH0002	62.374	62.655	작가가	[]
2	11	8	AH0002	62.675	63.117	느꼈다는	[]
2	11	9	AH0002	63.177	63.197	것?	[]
