uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.768	1.349	이런	[1]
1	1	2	AH0001	1.389	1.569	얘기를	[]
1	1	3	AH0001	1.589	1.709	하다	[]
1	1	4	AH0001	1.749	1.929	보니까,	[]
1	1	5	AH0001	2.049	2.45	지금	[]
1	1	6	AH0001	2.61	2.85	집을	[]
1	1	7	AH0001	3.331	3.471	이게	[]
1	1	8	AH0001	3.551	3.911	매매를	[]
1	1	9	AH0001	3.971	4.071	한	[]
1	1	10	AH0001	4.131	4.472	건지,	[]
1	1	11	AH0001	5.293	5.533	아니면	[]
1	1	12	AH0001	5.573	5.733	그냥	[]
1	1	13	AH0001	5.793	6.154	아마도	[]
1	1	14	AH0001	6.274	6.514	누구한테	[]
1	1	15	AH0001	6.594	6.994	줘버린	[]
1	1	16	AH0001	7.075	7.295	건지,	[2]
1	2	1	AH0001	8.168	8.431	아님	[]
1	2	2	AH0001	8.512	8.836	누구한테	[]
1	2	3	AH0001	8.938	9.221	속은	[]
1	2	4	AH0001	9.322	9.585	건지,	[3]
1	3	1	AH0001	10.571	10.872	집은	[]
1	3	2	AH0001	10.993	11.274	팔고	[]
1	3	3	AH0001	11.355	11.455	그	[]
1	3	4	AH0001	11.536	12.159	매매대금을	[]
1	3	5	AH0001	12.641	12.882	어디	[]
1	3	6	AH0001	13.023	13.284	사기를	[]
1	3	7	AH0001	13.325	13.526	당한	[]
1	3	8	AH0001	13.566	13.646	건지,	[]
1	3	9	AH0001	13.727	13.887	이걸	[]
1	3	10	AH0001	13.948	14.028	알	[]
1	3	11	AH0001	14.129	14.229	수가	[]
1	3	12	AH0001	14.269	14.812	없잖아요?	[]
1	4	1	AH0001	15.494	15.514	자	[]
1	4	2	AH0001	15.614	15.754	근데	[]
1	4	3	AH0001	15.794	16.355	만약에,	[]
1	4	4	AH0001	17.457	17.677	이	[]
1	4	5	AH0001	18.298	18.478	지금	[]
1	4	6	AH0001	18.558	18.658	이	[]
1	4	7	AH0001	18.739	19.119	전에,	[]
1	4	8	AH0001	19.139	19.9	그니까	[]
1	4	9	AH0001	20.04	20.261	치매	[]
1	4	10	AH0001	20.341	21.062	상태에서	[]
1	4	11	AH0001	21.723	21.803	뭐	[]
1	4	12	AH0001	21.863	22.364	매매	[]
1	4	13	AH0001	22.484	22.764	계약을	[]
1	4	14	AH0001	22.784	23.305	했다거나,	[]
1	4	15	AH0001	23.445	23.625	이런	[]
1	4	16	AH0001	23.705	23.846	거를	[]
1	4	17	AH0001	24.026	24.487	취소하거나,	[]
1	4	18	AH0001	24.767	24.847	뭐	[]
1	4	19	AH0001	24.967	25.147	무효로	[]
1	4	20	AH0001	25.208	25.328	돌릴	[]
