uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.5	1.581	@이름7	[]
1	1	2	AH0001	1.681	2.242	소장님의	[]
1	1	3	AH0001	2.482	2.682	아들	[]
1	1	4	AH0001	2.763	2.983	때문에	[]
1	1	5	AH0001	3.043	3.483	미쳐버릴	[]
1	1	6	AH0001	3.543	3.604	것	[]
1	1	7	AH0001	3.624	3.804	같은	[]
1	1	8	AH0001	3.844	5.626	엄마들에게라는	[]
1	1	9	AH0001	5.986	6.267	책을	[]
1	1	10	AH0001	6.427	6.647	선물로	[]
1	1	11	AH0001	6.727	7.568	보내드리겠습니다.	[]
1	2	1	AH0001	7.568	8.109	도서출판	[]
1	2	2	AH0001	8.189	8.61	살림에서	[]
1	2	3	AH0001	8.69	9.271	펴냈는데요.	[]
1	2	4	AH0001	9.952	10.012	이	[]
1	2	5	AH0001	10.092	10.172	책	[]
1	2	6	AH0001	10.212	10.413	언제	[]
1	2	7	AH0001	10.473	10.693	쓰신	[]
1	2	8	AH0001	10.773	11.154	거예요?	[]
2	3	1	AH0002	11.155	11.936	이	[]
2	3	2	AH0002	12.057	12.678	책은	[]
2	3	3	AH0002	12.878	13.339	어	[]
2	3	4	AH0002	13.639	13.94	아주	[]
2	3	5	AH0002	14.28	14.721	오랫동안	[]
2	3	6	AH0002	14.861	15.282	썼죠.	[]
3	4	1	AH0001	15.282	16.208	언제	[]
3	4	2	AH0001	16.249	16.732	나왔어요	[]
3	4	3	AH0001	16.833	16.994	이	[]
3	4	4	AH0001	17.115	17.135	책	[]
4	5	1	AH0002	17.155	17.195	나온	[]
4	5	2	AH0002	17.255	17.435	거는	[]
4	5	3	AH0002	17.636	18.017	저	[]
4	5	4	AH0002	18.157	18.598	작년	[]
4	5	5	AH0002	18.898	19.098	구	[]
4	5	6	AH0002	19.219	19.359	월에	[]
4	5	7	AH0002	19.379	19.88	나왔습니다.	[]
4	5	8	AH0002	20.621	21.222	따끈따끈한	[]
4	5	9	AH0002	21.282	21.703	책입니다.	[]
5	6	1	AH0001	21.701	21.881	아	[]
5	6	2	AH0001	22.002	22.202	아들	[]
5	6	3	AH0001	22.262	22.503	때문에	[1]
5	6	4	AH0001	22.603	23.385	미쳐버릴	[]
5	6	5	AH0001	23.445	23.525	것	[]
5	6	6	AH0001	23.545	23.745	같은	[]
5	6	7	AH0001	23.785	24.367	엄마들에게	[]
5	6	8	AH0001	24.667	24.748	이	[]
5	6	9	AH0001	24.868	25.048	책	[]
5	6	10	AH0001	25.148	25.369	선물로	[]
5	6	11	AH0001	25.429	26.371	보내드리겠습니다.	[]
5	7	1	AH0001	26.372	27.274	자	[]
5	7	2	AH0001	27.374	27.895	그러면	[]
5	7	3	AH0001	28.155	28.355	어	[]
5	7	4	AH0001	28.496	29.077	계속해서	[]
5	7	5	AH0001	29.217	29.437	음	[]
5	7	6	AH0001	30.238	30.539	사연	[]
5	7	7	AH0001	31.32	31.801	계속해서	[]
5	7	8	AH0001	31.981	32.923	만나볼게요.	[]
5	8	1	AH0001	32.923	33.444	@이름11	[]
5	8	2	AH0001	33.685	33.846	님	[]
5	8	3	AH0001	34.407	34.648	요즘	[]
5	8	4	AH0001	34.748	35.25	초등학교	[]
5	8	5	AH0001	35.27	35.29	육	[]
5	8	6	AH0001	35.53	35.791	학년	[]
5	8	7	AH0001	35.831	36.573	아들아이가	[]
5	8	8	AH0001	36.854	37.215	학교	[]
5	8	9	AH0001	37.275	37.456	가기	[]
5	8	10	AH0001	37.516	37.877	싫다는	[]
5	8	11	AH0001	37.937	38.097	말을	[]
5	8	12	AH0001	38.158	38.378	자주	[]
5	8	13	AH0001	38.438	39.0	합니다.	[]
5	9	1	AH0001	39.505	39.806	머리도	[]
5	9	2	AH0001	39.846	40.107	아프다	[]
5	9	3	AH0001	40.187	40.388	그러고	[]
5	9	4	AH0001	40.468	40.949	손목하고	[]
5	9	5	AH0001	41.009	41.21	다리	[]
5	9	6	AH0001	41.23	41.531	관절이	[]
5	9	7	AH0001	41.571	42.213	아프대요.	[]
5	10	1	AH0001	42.868	43.23	집에서도	[]
5	10	2	AH0001	43.311	43.754	그렇긴	[]
5	10	3	AH0001	43.935	44.378	한데	[]
5	10	4	AH0001	44.659	44.941	학교에	[]
5	10	5	AH0001	45.002	45.163	가면	[]
5	10	6	AH0001	45.243	45.444	더	[]
5	10	7	AH0001	45.525	46.33	아프대요.	[]
5	11	1	AH0001	46.7	46.8	이게	[]
5	11	2	AH0001	46.921	47.926	성장통입니까	[]
5	11	3	AH0001	48.107	48.489	심리적인	[]
5	11	4	AH0001	48.67	49.152	겁니까	[]
6	12	1	AH0002	50.193	50.796	아	[]
6	12	2	AH0002	50.936	51.197	이거	[]
6	12	3	AH0002	51.358	51.7	그러니까	[]
6	12	4	AH0002	51.76	52.483	아이들이	[]
6	12	5	AH0002	52.624	53.045	심리적인	[]
6	12	6	AH0002	53.106	53.407	요인이	[]
6	12	7	AH0002	53.447	53.628	있을	[]
6	12	8	AH0002	53.708	53.849	때가	[]
6	12	9	AH0002	53.909	54.773	있잖아요.	[2]
6	13	1	AH0002	54.798	55.18	저는	[]
6	13	2	AH0002	55.24	55.421	근데	[]
6	13	3	AH0002	55.521	55.923	그래도	[]
6	13	4	AH0002	56.165	57.431	일단은	[]
6	13	5	AH0002	57.451	57.471	어	[]
6	13	6	AH0002	57.612	57.953	병원에	[]
6	13	7	AH0002	57.993	58.074	가서	[]
