bid	speaker	start	end	category	text	respondee_uid	respondee_sid	respondee_wid
1	AH0002	4.324	4.554	CONTINUER	음.	[1]	[2]	[3]
2	AH0002	6.78	7.86	CONTINUER	아. 네. 네.	[1]	[2]	[9]
3	AH0001	13.551	14.291	CONTINUER	응. 응. 응. 응.	[2]	[3]	[11]
4	AH0001	22.208	22.703	CONTINUER	네.	[2]	[4]	[20]
5	AH0001	28.246	28.861	CONTINUER	으음.	[2]	[6]	[6]
6	AH0001	32.916	33.297	CONTINUER	네.	[2]	[7]	[10]
7	AH0001	37.985	38.315	CONTINUER	응.	[2]	[8]	[10]
8	AH0001	46.045	46.4	CONTINUER	음.	[2]	[10]	[9]
9	AH0001	54.833	55.687	UNDERSTANDING	음. 으으음.	[2]	[12]	[11]
10	AH0001	66.476	67.236	CONTINUER	음. 음.	[2]	[14]	[18]
11	AH0001	80.152	80.752	UNDERSTANDING	음.	[4]	[17]	[7]
12	AH0001	83.497	83.766	CONTINUER	음.	[4]	[17]	[15]
13	AH0001	90.128	90.624	CONTINUER	네에.	[4]	[18]	[15]
14	AH0001	103.015	103.82	UNDERSTANDING	음.	[4]	[20]	[17]
15	AH0001	105.969	106.404	CONTINUER	네.	[4]	[21]	[7]
16	AH0001	118.984	119.524	CONTINUER	으음.	[4]	[23]	[9]
17	AH0001	125.551	125.88	CONTINUER	음.	[4]	[25]	[1]
18	AH0001	134.916	135.531	UNDERSTANDING	음.	[4]	[26]	[1]
19	AH0001	142.523	142.913	CONTINUER	음.	[4]	[26]	[17]
20	AH0001	145.596	145.906	CONTINUER	음.	[4]	[29]	[1]
21	AH0001	154.668	155.058	CONTINUER	음.	[4]	[30]	[1]
22	AH0001	164.285	164.761	UNDERSTANDING	으음.	[4]	[30]	[12]
23	AH0001	178.468	179.013	UNDERSTANDING	음.	[4]	[35]	[1]
24	AH0001	188.304	189.609	UNDERSTANDING	음. 으음. 응.	[4]	[36]	[7]
25	AH0001	189.679	190.479	CONTINUER	응. 응. 응.	[4]	[36]	[8]
26	AH0001	191.542	191.977	CONTINUER	예.	[4]	[38]	[2]
27	AH0001	201.052	201.537	CONTINUER	어. 어.	[4]	[39]	[17]
28	AH0001	231.747	233.662	UNDERSTANDING	어어. 예.	[4]	[45]	[1]
29	AH0001	239.899	240.504	UNDERSTANDING	으음.	[4]	[46]	[14]
30	AH0001	248.469	248.884	CONTINUER	음.	[4]	[49]	[1]
31	AH0001	263.276	263.601	CONTINUER	네.	[4]	[50]	[16]
32	AH0001	289.2	289.69	CONTINUER	음.	[4]	[55]	[1]
33	AH0001	296.7	297.27	UNDERSTANDING	음.	[4]	[55]	[14]
34	AH0001	306.965	307.43	CONTINUER	예.	[4]	[56]	[17]
