uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	DG0001	0.0	0.561	인간이	[]
1	1	2	DG0001	0.662	1.042	들이마신	[]
1	1	3	DG0001	1.103	1.443	산소는	[]
1	1	4	DG0001	1.524	1.864	탄소로	[]
1	1	5	DG0001	1.924	2.546	배출되고	[]
1	1	6	DG0001	2.706	2.927	물은	[]
1	1	7	DG0001	3.027	3.548	소변으로	[]
1	1	8	DG0001	3.689	4.049	음식은	[]
1	1	9	DG0001	4.15	4.611	대변으로	[]
1	1	10	DG0001	4.651	5.112	나옵니다	[]
1	1	11	DG0001	5.513	6.114	그렇다면	[]
1	1	12	DG0001	6.274	6.936	마음과	[]
1	1	13	DG0001	7.056	7.517	정신의	[]
1	1	14	DG0001	7.698	8.299	잔여물은	[]
1	1	15	DG0001	8.359	8.7	어떻게	[]
1	1	16	DG0001	8.72	8.78	해야	[]
1	1	17	DG0001	8.84	9.522	될까요?	[]
1	2	1	DG0001	9.522	10.003	방법은	[]
1	2	2	DG0001	10.123	10.443	의외로	[]
1	2	3	DG0001	10.523	11.164	간단해서	[]
1	2	4	DG0001	11.305	11.505	그건	[]
1	2	5	DG0001	11.605	11.845	바로	[]
1	2	6	DG0001	12.106	12.606	수다	[]
1	2	7	DG0001	13.047	13.227	매주	[]
1	2	8	DG0001	13.287	13.648	금요일	[]
1	2	9	DG0001	13.728	13.828	한	[]
1	2	10	DG0001	13.908	14.109	주간	[]
1	2	11	DG0001	14.189	14.329	쌓인	[]
1	2	12	DG0001	14.409	14.85	스트레스를	[]
1	2	13	DG0001	14.99	15.29	수다로	[]
1	2	14	DG0001	15.45	16.051	풀어볼게요	[]
1	2	15	DG0001	16.232	16.632	금요일엔	[]
1	2	16	DG0001	16.752	16.852	시	[]
1	2	17	DG0001	17.013	17.393	수다	[]
1	2	18	DG0001	17.553	17.694	@이름1	[]
1	2	19	DG0001	17.814	18.194	시인과	[]
1	2	20	DG0001	18.295	18.795	함께합니다	[]
1	2	21	DG0001	18.915	19.076	어서	[]
1	2	22	DG0001	19.096	19.376	오세요.	[]
2	3	1	DG0002	20.017	20.598	안녕하세요	[]
2	3	2	DG0002	20.658	21.5	반갑습니다	[]
2	3	3	DG0002	22.242	22.302	@이름1	[]
2	3	4	DG0002	22.322	22.382	입니다.	[]
3	4	1	DG0001	22.383	22.605	어떻게	[]
3	4	2	DG0001	22.867	23.088	비는	[]
3	4	3	DG0001	23.149	23.25	안	[]
3	4	4	DG0001	23.29	23.653	왔어요	[]
3	4	5	DG0001	23.895	24.439	괜찮아요?	[]
4	5	1	DG0002	24.506	24.966	동작	[]
4	5	2	DG0002	25.106	25.447	쪽에서	[]
4	5	3	DG0002	25.587	25.907	비가	[]
4	5	4	DG0002	25.987	26.067	막	[]
4	5	5	DG0002	26.147	26.408	내리기	[]
4	5	6	DG0002	26.468	26.908	시작해서	[]
4	5	7	DG0002	26.968	27.328	소나기인	[]
4	5	8	DG0002	27.428	27.488	줄	[]
4	5	9	DG0002	27.528	28.349	알았습니다.	[]
4	5	10	DG0002	29.15	29.43	네.	[]
