uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.5	0.661	네	[]
1	1	2	AH0001	0.821	0.942	오늘	[]
1	1	3	AH0001	1.083	1.163	세	[]
1	1	4	AH0001	1.223	1.424	번째	[]
1	1	5	AH0001	1.505	2.027	트렌드로	[]
1	1	6	AH0001	2.147	4.036	넘어가겠습니다.	[]
1	2	1	AH0001	4.036	4.438	킬러	[]
1	2	2	AH0001	4.539	5.102	콘텐츠로	[]
1	2	3	AH0001	5.182	5.564	성장한	[]
1	2	4	AH0001	5.826	6.409	웹소설	[]
2	3	1	AH0002	8.319	8.621	퀴즈	[]
2	3	2	AH0002	8.641	8.681	하나	[]
2	3	3	AH0002	8.761	9.123	드릴까요?	[]
2	4	1	AH0002	10.571	10.891	그	[]
2	4	2	AH0002	11.272	11.612	제가	[]
2	4	3	AH0002	11.812	12.453	말씀드리는	[]
2	4	4	AH0002	12.733	13.274	드라마들	[1]
2	4	5	AH0002	14.115	15.216	미생	[2]
2	4	6	AH0002	15.436	15.936	킹덤	[3]
2	4	7	AH0002	16.537	16.837	그리고	[]
2	4	8	AH0002	16.977	17.578	장르물이죠.	[]
2	4	9	AH0002	17.818	18.239	구해줘	[4]
2	4	10	AH0002	18.839	18.959	이	[]
2	4	11	AH0002	19.08	19.38	드라마의	[]
2	4	12	AH0002	19.46	19.96	공통점이	[]
2	4	13	AH0002	20.0	20.541	있습니다.	[]
3	5	1	AH0001	22.005	22.531	원작이	[]
3	5	2	AH0001	22.592	22.612	웹툰	[]
4	6	1	AH0002	23.158	23.399	원작이	[]
4	6	2	AH0002	23.459	24.04	웹툰이라는	[5]
4	6	3	AH0002	24.121	24.401	거죠?	[]
4	6	4	AH0002	25.103	25.324	역시.	[]
5	7	1	AH0001	25.805	27.067	저	[]
5	7	2	AH0001	27.147	28.148	전문가입니다	[]
5	7	3	AH0001	28.368	28.589	그쪽은.	[]
5	7	4	AH0001	28.749	29.45	문화콘텐츠과	[]
6	8	1	AH0002	29.671	30.195	한동안	[]
6	8	2	AH0002	30.457	30.78	웹툰	[]
6	8	3	AH0002	30.84	31.022	얘기	[]
6	8	4	AH0002	31.062	31.324	정말	[]
6	8	5	AH0002	31.385	31.526	많이	[]
6	8	6	AH0002	31.566	32.453	했잖아요?	[]
6	9	1	AH0002	32.506	32.686	근데	[]
6	9	2	AH0002	32.706	32.726	이	[]
6	9	3	AH0002	32.806	33.247	웹툰에	[]
6	9	4	AH0002	33.327	33.587	대한	[]
6	9	5	AH0002	34.368	34.848	관심이	[]
6	9	6	AH0002	35.068	35.428	약간	[]
6	9	7	AH0002	35.548	36.269	웹소설로	[]
6	9	8	AH0002	36.569	36.93	옮겨	[]
6	9	9	AH0002	36.95	36.97	온	[]
6	9	10	AH0002	37.09	37.11	것	[]
6	9	11	AH0002	37.15	38.03	같아요.	[6]
6	9	12	AH0002	38.211	38.671	그래서	[7]
6	9	13	AH0002	39.632	39.952	비슷한	[]
6	9	14	AH0002	40.092	41.173	퀴즈인데요.	[]
6	10	1	AH0002	41.173	41.433	화제의	[]
6	10	2	AH0002	41.494	42.035	드라마였죠?	[]
6	10	3	AH0002	42.175	42.415	구르미	[]
6	10	4	AH0002	42.515	42.656	그린	[]
6	10	5	AH0002	42.736	43.096	달빛	[]
6	10	6	AH0002	43.257	43.377	해를	[]
6	10	7	AH0002	43.497	43.698	품은	[]
6	10	8	AH0002	43.818	43.998	달	[]
6	10	9	AH0002	44.198	44.78	김비서가	[]
6	10	10	AH0002	44.86	45.04	왜	[]
6	10	11	AH0002	45.16	45.922	그럴까	[8]
6	10	12	AH0002	46.222	46.463	이	[]
