uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.26	0.661	경제	[]
1	1	2	AH0001	1.324	1.685	금융에	[]
1	1	3	AH0001	1.745	1.966	관한	[]
1	1	4	AH0001	2.046	2.327	개념을	[]
1	1	5	AH0001	2.427	2.628	아주	[]
1	1	6	AH0001	2.708	2.949	쉽게	[]
1	1	7	AH0001	3.009	3.351	설명해	[]
1	1	8	AH0001	3.411	3.792	주시는	[]
1	1	9	AH0001	4.314	4.515	이분	[]
1	1	10	AH0001	4.735	4.936	어서	[]
1	1	11	AH0001	4.956	5.498	오세요.	[]
2	2	1	AH0002	5.498	5.885	안녕하세요.	[]
3	3	1	AH0001	6.57	6.992	아	[]
3	3	2	AH0001	7.172	7.554	정말	[]
3	3	3	AH0001	7.955	8.276	저도	[]
3	3	4	AH0001	8.356	9.199	개인적으로	[]
3	3	5	AH0001	9.561	9.822	정말	[]
3	3	6	AH0001	9.902	10.725	팬이거든요.	[]
4	4	1	AH0002	10.725	11.108	감사합니다.	[]
5	5	1	AH0001	11.733	12.274	랜선	[]
5	5	2	AH0001	12.415	12.756	금융	[]
5	5	3	AH0001	12.936	13.558	스승님이십니다	[]
5	6	1	AH0001	15.413	15.716	이번에	[]
5	6	2	AH0001	15.817	15.878	또	[]
5	6	3	AH0001	15.979	16.201	책을	[]
5	6	4	AH0001	16.262	17.232	내셨더라구요.	[1]
5	7	1	AH0001	17.266	17.586	부의	[]
5	7	2	AH0001	17.647	18.288	시나리오라는	[]
5	7	3	AH0001	18.388	18.608	책을	[]
5	7	4	AH0001	18.648	19.489	내셨는데.	[]
5	7	5	AH0001	19.99	20.03	또	[]
5	7	6	AH0001	20.13	20.511	보니까	[]
5	7	7	AH0001	20.591	21.012	굉장히	[]
5	7	8	AH0001	21.132	21.673	친절하고	[]
5	7	9	AH0001	21.753	22.213	쉽게	[]
5	7	10	AH0001	22.354	22.694	설명이	[]
5	7	11	AH0001	22.754	22.934	되어	[]
5	7	12	AH0001	22.975	23.976	있더라구요.	[2]
5	8	1	AH0001	24.169	24.269	데	[]
5	8	2	AH0001	24.369	24.83	책들이	[]
5	8	3	AH0001	24.93	25.49	경제책	[]
5	8	4	AH0001	25.691	26.331	저서들	[]
5	8	5	AH0001	26.411	26.672	보면	[]
5	8	6	AH0001	26.792	27.252	어렵기	[]
5	8	7	AH0001	27.292	27.913	마련인데	[]
5	8	8	AH0001	27.933	28.414	그게	[]
5	8	9	AH0001	28.494	28.614	좀	[]
5	8	10	AH0001	28.714	29.034	쉽고	[]
5	8	11	AH0001	29.154	30.075	친근하게	[]
5	8	12	AH0001	30.216	30.436	요런	[]
5	8	13	AH0001	30.496	30.936	책들을	[]
5	8	14	AH0001	30.996	31.357	내시는	[]
5	8	15	AH0001	31.477	31.917	이유가	[]
5	8	16	AH0001	32.078	32.138	또	[]
5	8	17	AH0001	32.218	32.398	따로	[]
5	8	18	AH0001	32.418	33.319	있으실까요?	[]
6	9	1	AH0002	33.409	33.63	이제	[]
6	9	2	AH0002	34.111	34.331	저는	[]
6	9	3	AH0002	34.592	34.672	첫	[]
