uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	1.07	1.593	앞으로	[]
1	1	2	AH0001	1.734	2.096	금액이	[]
1	1	3	AH0001	2.156	2.438	작은	[]
1	1	4	AH0001	2.458	2.478	건	[]
1	1	5	AH0001	2.538	2.719	그냥	[]
1	1	6	AH0001	2.82	3.061	제	[]
1	1	7	AH0001	3.142	3.283	돈으로	[]
1	1	8	AH0001	3.343	4.047	해결해야겠네요.	[]
1	2	1	AH0001	4.047	4.411	앞으로도	[]
1	2	2	AH0001	4.492	4.896	조심히	[]
1	2	3	AH0001	4.957	5.907	운전하겠습니다.	[]
2	3	1	AH0002	5.907	6.351	맞습니다.	[]
2	3	2	AH0002	6.412	6.513	이게	[]
2	3	3	AH0002	6.593	6.795	굉장히	[]
2	3	4	AH0002	6.896	7.078	중요	[]
2	3	5	AH0002	7.098	7.32	합니다.	[]
3	4	1	AH0001	7.32	7.36	이게	[]
3	4	2	AH0001	7.401	7.501	제일	[]
3	4	3	AH0001	7.582	7.823	중요한	[]
3	4	4	AH0001	7.884	8.226	거예요.	[]
3	5	1	AH0001	8.39	8.894	@이름6	[]
3	5	2	AH0001	8.914	8.935	님	[]
3	5	3	AH0001	9.035	9.237	보험	[]
3	5	4	AH0001	9.318	9.58	얘기는	[]
3	5	5	AH0001	9.681	9.903	언제	[]
3	5	6	AH0001	9.984	10.205	들어도	[]
3	5	7	AH0001	10.246	11.093	어렵던데요.	[]
3	6	1	AH0001	11.307	11.507	좋은	[]
3	6	2	AH0001	11.687	12.048	중요한	[]
3	6	3	AH0001	12.108	12.488	것이기는	[]
3	6	4	AH0001	12.508	12.708	한데	[]
3	6	5	AH0001	12.829	13.089	무조건	[]
3	6	6	AH0001	13.209	13.569	보험회사	[]
3	6	7	AH0001	13.649	13.97	쪽에다	[]
3	6	8	AH0001	14.01	14.33	맡기다	[]
3	6	9	AH0001	14.39	14.611	보니	[]
3	6	10	AH0001	15.091	15.491	이거	[]
3	6	11	AH0001	15.572	15.792	이거	[]
3	6	12	AH0001	16.112	16.352	이젠	[]
3	6	13	AH0001	16.452	16.833	꼼꼼히	[]
3	6	14	AH0001	16.913	17.273	따져봐야	[]
3	6	15	AH0001	17.333	17.894	되겠습니다.	[]
3	6	16	AH0001	18.074	18.254	이렇게	[]
3	6	17	AH0001	18.314	18.835	보내주셨어요.	[]
3	6	18	AH0001	19.336	19.356	네.	[]
4	7	1	AH0002	18.952	18.973	네.	[]
4	8	1	AH0002	19.77	19.99	그니깐	[]
4	8	2	AH0002	20.371	20.832	수리비로	[]
4	8	3	AH0002	20.933	21.153	받은	[]
4	8	4	AH0002	21.273	21.995	보험금	[]
4	8	5	AH0002	22.215	22.837	배상금보다	[1]
4	8	6	AH0002	23.518	23.759	보험금	[]
4	8	7	AH0002	23.819	24.16	올라간	[]
4	8	8	AH0002	24.22	24.28	게	[]
4	8	9	AH0002	24.34	24.4	더	[]
4	8	10	AH0002	24.48	24.681	많은	[]
4	8	11	AH0002	24.741	24.961	경우가	[]
4	8	12	AH0002	25.041	25.282	굉장히	[]
4	8	13	AH0002	25.342	25.763	많습니다.	[]
5	9	1	AH0001	25.763	26.429	맞습니다.	[]
6	10	1	AH0002	26.429	26.45	네.	[]
7	11	1	AH0001	26.74	26.921	그냥	[]
7	11	2	AH0001	26.981	27.183	그러면	[]
7	11	3	AH0001	27.263	27.424	그냥	[]
7	11	4	AH0001	27.484	27.565	내	[]
7	11	5	AH0001	27.605	27.847	돈으로	[]
7	11	6	AH0001	27.887	28.028	하고	[]
7	11	7	AH0001	28.088	28.249	말지.	[]
8	12	1	AH0002	28.41	28.964	그러니깐요.	[]
8	13	1	AH0002	28.964	29.429	오히려	[]
8	13	2	AH0002	29.51	29.995	손해를	[]
8	13	3	AH0002	30.076	30.238	보는	[]
8	13	4	AH0002	30.319	30.622	거죠.	[]
9	14	1	AH0001	30.891	31.152	아.	[]
9	14	2	AH0001	31.453	31.554	참	[]
9	14	3	AH0001	31.634	31.955	어려운	[]
9	14	4	AH0001	31.995	32.437	일이네요.	[]
9	15	1	AH0001	32.847	32.988	자.	[]
9	15	2	AH0001	33.108	33.39	아하	[]
9	15	3	AH0001	33.45	34.153	그렇군요.	[]
9	15	4	AH0001	34.294	34.716	엄호동	[]
9	15	5	AH0001	34.836	35.278	미디어	[]
9	15	6	AH0001	35.359	35.821	디렉션	[]
9	15	7	AH0001	35.901	36.665	연구소장님과	[]
9	15	8	AH0001	36.705	36.906	함께	[]
9	15	9	AH0001	36.946	37.087	하고	[]
9	15	10	AH0001	37.127	37.569	있습니다.	[]
9	16	1	AH0001	38.456	38.776	근데요.	[]
9	16	2	AH0001	39.077	39.177	그	[]
9	16	3	AH0001	39.377	40.739	교통사고에서는	[]
9	16	4	AH0001	40.899	41.299	과실이	[]
9	16	5	AH0001	41.359	42.2	몇대몇인지를	[2]
9	16	6	AH0001	42.3	42.881	따지잖아요?	[]
10	17	1	AH0002	42.882	43.045	그렇죠.	[]
11	18	1	AH0001	44.158	44.338	이게	[]
11	18	2	AH0001	44.419	44.539	뭐	[]
11	18	3	AH0001	45.08	45.561	쌍방인지	[]
11	18	4	AH0001	45.621	45.862	일방	[]
11	18	5	AH0001	45.882	46.143	인지도	[]
11	18	6	AH0001	46.243	46.644	중요하고.	[3]
11	18	7	AH0001	47.225	47.566	이런	[]
