uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.86	1.542	나	[]
1	1	2	AH0001	1.622	2.063	자체가	[]
1	1	3	AH0001	2.123	2.384	이미	[]
1	1	4	AH0001	2.544	2.805	자리가	[]
1	1	5	AH0001	2.885	3.666	불편하니까	[1]
1	1	6	AH0001	4.248	4.629	근데	[]
1	1	7	AH0001	5.451	5.531	네	[]
1	1	8	AH0001	5.571	6.152	알았어요	[]
1	1	9	AH0001	6.232	6.473	그러면	[]
1	1	10	AH0001	6.694	6.834	저	[]
1	1	11	AH0001	6.914	7.275	왔는데	[]
1	1	12	AH0001	7.375	8.538	찍을까요이렇게	[]
1	1	13	AH0001	8.558	8.658	해서	[]
1	1	14	AH0001	8.738	8.979	찍는	[]
1	1	15	AH0001	9.079	9.239	날은	[]
1	2	1	AH0001	9.88	10.784	눈이	[2]
1	2	2	AH0001	10.864	11.186	약간	[]
1	2	3	AH0001	11.628	11.869	깜겨서	[]
1	2	4	AH0001	12.029	12.391	나와두	[]
1	2	5	AH0001	12.491	12.793	얼굴은	[]
1	2	6	AH0001	12.833	13.114	이쁘게	[]
1	2	7	AH0001	13.154	13.576	나와요.	[3]
1	3	1	AH0001	14.628	14.889	내가	[]
1	3	2	AH0001	14.929	15.049	하고	[]
1	3	3	AH0001	15.109	15.29	싶은	[]
1	3	4	AH0001	15.35	15.531	얘기가	[]
1	3	5	AH0001	15.591	16.032	뭐냐면	[]
1	3	6	AH0001	16.353	17.055	자존감은	[]
1	3	7	AH0001	17.416	18.098	@이름6양의	[]
1	3	8	AH0001	18.218	18.78	사회생활과	[]
1	3	9	AH0001	18.86	19.542	인간관계에	[]
1	3	10	AH0001	19.642	19.803	큰	[]
1	3	11	AH0001	20.184	20.525	뿌리와	[]
1	3	12	AH0001	20.645	21.086	버팀목이	[]
1	3	13	AH0001	21.127	21.207	될	[]
1	3	14	AH0001	21.287	21.347	수	[]
1	3	15	AH0001	21.367	21.628	있다.	[4]
1	4	1	AH0001	22.83	22.95	그리고	[]
1	4	2	AH0001	23.011	23.252	@이름6	[]
1	4	3	AH0001	23.372	23.653	씨가	[]
1	4	4	AH0001	24.055	24.256	지금	[]
1	4	5	AH0001	24.396	24.738	심지어	[]
1	4	6	AH0001	24.858	25.039	스물넷	[]
1	4	7	AH0001	25.3	25.581	이라면	[5]
1	5	1	AH0001	27.177	27.458	뒤로	[]
1	5	2	AH0001	27.558	27.979	밀릴	[]
1	5	3	AH0001	28.1	28.822	자존감이	[]
1	5	4	AH0001	28.942	29.283	떨어질	[]
1	5	5	AH0001	29.363	29.704	이유가	[]
1	5	6	AH0001	29.865	30.145	하나도	[]
1	5	7	AH0001	30.186	30.486	없다.	[]
1	5	8	AH0001	30.647	31.168	심지어	[]
1	5	9	AH0001	31.228	31.349	이	[]
1	5	10	AH0001	31.409	31.991	어렵다는	[]
1	5	11	AH0001	32.071	32.632	세상에서	[]
1	5	12	AH0001	33.354	33.655	직장	[]
1	5	13	AH0001	33.736	34.097	자리까지	[]
1	5	14	AH0001	34.177	34.397	그렇게	[]
1	5	15	AH0001	34.458	34.899	잡았다면	[]
1	6	1	AH0001	35.912	36.315	응원하고	[]
1	6	2	AH0001	36.375	36.617	싶어서	[]
1	6	3	AH0001	36.677	36.838	꺼낸	[]
1	6	4	AH0001	36.918	37.623	얘기에요.	[]
2	7	1	AH0002	37.833	38.116	아유	[]
2	7	2	AH0002	38.237	39.772	감사합니다.	[6]
2	8	1	AH0002	39.993	40.053	뭐라	[]
2	8	2	AH0002	40.313	40.474	해야	[7]
2	8	3	AH0002	40.894	41.155	되지.	[]
2	8	4	AH0002	41.175	41.235	막	[]
2	8	5	AH0002	41.515	42.196	남들이	[]
2	8	6	AH0002	42.276	42.397	다	[8]
2	8	7	AH0002	42.797	43.178	얘기를	[]
2	8	8	AH0002	43.198	43.658	해줘도	[9]
2	8	9	AH0002	44.159	44.52	사실	[]
2	8	10	AH0002	44.6	45.241	자기가	[]
2	8	11	AH0002	45.341	45.722	생각을	[]
2	8	12	AH0002	45.922	46.042	굽히지	[]
2	8	13	AH0002	46.222	46.563	않으면	[]
3	9	1	AH0001	46.724	47.187	맞아요	[]
3	9	2	AH0001	47.308	47.51	@이름6	[]
3	9	3	AH0001	47.59	47.812	씨는	[]
3	9	4	AH0001	47.993	48.437	심지어	[]
3	9	5	AH0001	48.517	49.021	정답도	[]
3	9	6	AH0001	49.081	49.323	알고	[]
3	9	7	AH0001	49.363	49.847	있다.	[]
4	10	1	AH0002	49.847	50.789	그런데	[]
4	10	2	AH0002	51.009	51.31	그거를	[]
4	10	3	AH0002	51.47	51.63	잘	[]
4	10	4	AH0002	51.751	52.432	못하니까	[]
4	10	5	AH0002	52.532	52.612	좀	[]
4	10	6	AH0002	52.732	53.333	스스로	[]
4	10	7	AH0002	53.354	53.834	스트레스를	[]
4	10	8	AH0002	53.895	54.155	받는	[]
4	10	9	AH0002	54.235	54.676	거죠.	[10]
4	11	1	AH0002	54.994	55.034	이제	[]
4	11	2	AH0002	55.134	55.195	다른	[]
4	11	3	AH0002	55.516	56.017	사람들한테도	[]
4	11	4	AH0002	56.077	56.459	미안하고	[11]
5	12	1	AH0001	58.663	59.285	그러면	[]
5	12	2	AH0001	60.308	60.468	그런	[]
5	12	3	AH0001	60.528	60.629	건	[]
5	12	4	AH0001	60.669	61.291	어떨까요	[]
5	12	5	AH0001	61.471	61.772	지금	[]
5	12	6	AH0001	61.852	62.213	사회생활을	[]
5	12	7	AH0001	62.253	62.594	하면서	[]
5	13	1	AH0001	63.902	64.102	@이름6	[]
5	13	2	AH0001	64.323	64.603	씨가	[]
5	13	3	AH0001	64.784	66.187	아무도	[]
5	13	4	AH0001	66.367	66.828	몰라도	[]
5	13	5	AH0001	66.868	67.089	되는	[]
5	13	6	AH0001	67.129	67.329	것에	[]
5	13	7	AH0001	67.389	67.71	대한	[]
5	13	8	AH0001	67.83	68.251	목표를	[]
5	13	9	AH0001	68.291	68.451	하나	[]
5	13	10	AH0001	68.511	68.952	설정하면	[]
5	13	11	AH0001	68.992	69.734	어떨까요?	[]
5	14	1	AH0001	70.032	70.252	예를	[12]
5	14	2	AH0001	70.313	70.513	들어서	[]
5	14	3	AH0001	70.593	70.653	저	[]
5	14	4	AH0001	70.693	70.914	같은	[]
5	14	5	AH0001	70.974	71.515	경우에는	[]
5	14	6	AH0001	72.237	72.417	내가	[]
5	14	7	AH0001	72.517	72.718	올해	[]
5	14	8	AH0001	72.778	73.079	안에	[]
5	14	9	AH0001	73.62	74.181	한식조리사	[]
5	14	10	AH0001	74.261	74.602	자격증을	[]
5	14	11	AH0001	74.642	74.843	한번	[]
5	14	12	AH0001	74.903	75.344	따봐야지.	[]
5	15	1	AH0001	76.122	76.402	해서	[13]
5	15	2	AH0001	76.802	76.922	딱	[]
5	15	3	AH0001	77.103	77.263	내가	[]
5	15	4	AH0001	77.323	77.523	그걸	[]
5	15	5	AH0001	77.583	78.003	성취했을	[]
5	15	6	AH0001	78.163	78.183	때	[]
5	15	7	AH0001	78.203	78.243	그건	[]
5	15	8	AH0001	78.343	78.363	나	[]
5	15	9	AH0001	78.563	78.764	내가	[]
5	15	10	AH0001	78.924	79.324	회사생활	[]
5	15	11	AH0001	79.344	79.484	하고	[]
5	15	12	AH0001	79.544	79.924	사회생활	[]
5	15	13	AH0001	79.964	80.224	하는데	[]
5	15	14	AH0001	80.665	81.145	아무	[]
5	15	15	AH0001	81.425	81.605	그	[]
5	15	16	AH0001	81.725	82.085	영향을	[]
5	15	17	AH0001	82.165	82.446	미치지	[]
5	15	18	AH0001	82.506	82.766	않는	[]
5	15	19	AH0001	83.186	83.806	나만의	[]
5	15	20	AH0001	84.027	84.827	것이잖아요.	[14]
5	16	1	AH0001	85.646	85.866	그리고	[]
5	16	2	AH0001	85.927	86.167	솔직히	[]
5	16	3	AH0001	86.267	86.628	실패를	[]
5	16	4	AH0001	86.668	86.828	해도	[]
5	16	5	AH0001	86.909	87.149	나만	[]
5	16	6	AH0001	87.189	87.41	아는	[]
5	16	7	AH0001	87.47	88.131	거잖아요.	[15]
5	17	1	AH0001	88.885	88.945	까	[]
5	17	2	AH0001	89.346	89.426	뭐	[]
5	17	3	AH0001	89.466	89.626	예를	[]
5	17	4	AH0001	89.686	89.987	들어서	[]
5	17	5	AH0001	90.147	90.327	내가	[]
5	17	6	AH0001	90.728	91.009	올해	[]
5	17	7	AH0001	91.049	91.269	안에	[]
5	17	8	AH0001	91.389	91.469	삼	[]
5	17	9	AH0001	91.609	91.89	키로를	[]
5	17	10	AH0001	91.99	92.391	빼겠다.	[]
5	17	11	AH0001	92.852	93.132	아니면	[16]
5	17	12	AH0001	93.252	93.713	자격증을	[]
5	17	13	AH0001	93.793	93.973	하나	[]
5	17	14	AH0001	94.094	94.494	따겠다.	[]
5	17	15	AH0001	94.955	95.296	아니면	[17]
5	17	16	AH0001	95.556	95.756	올해	[]
5	17	17	AH0001	95.816	96.097	안에	[]
5	17	18	AH0001	96.558	96.718	백만	[]
5	17	19	AH0001	96.998	97.199	원을	[]
5	17	20	AH0001	97.359	97.98	모으겠다.	[]
5	18	1	AH0001	98.119	98.16	뭐	[]
5	18	2	AH0001	98.262	98.486	요런	[18]
5	18	3	AH0001	98.526	98.811	것들	[]
5	18	4	AH0001	98.832	99.341	있잖아요.	[]
5	19	1	AH0001	99.651	99.971	그런	[19]
5	19	2	AH0001	99.991	100.311	사소한	[]
5	19	3	AH0001	100.431	100.912	목표	[]
5	19	4	AH0001	101.032	101.312	나만	[]
5	19	5	AH0001	101.392	101.612	알고	[]
5	19	6	AH0001	101.632	101.672	있는	[]
5	19	7	AH0001	101.732	102.112	목표를	[]
5	19	8	AH0001	102.192	102.533	세워서	[]
5	19	9	AH0001	102.613	102.933	이거를	[]
5	19	10	AH0001	103.273	103.733	성취에	[]
5	19	11	AH0001	103.833	104.214	가면	[20]
5	19	12	AH0001	104.914	105.074	예를	[]
5	19	13	AH0001	105.154	105.394	들어서	[]
5	19	14	AH0001	105.454	106.215	인간관계에서	[]
5	19	15	AH0001	106.275	106.495	뭔가	[]
5	19	16	AH0001	106.535	106.615	좀	[]
5	19	17	AH0001	106.695	106.835	내가	[]
5	19	18	AH0001	106.975	107.255	치이는	[]
