7.374	16.923	speaker#A	 n/ 동물테마파크 반대 위원회하고 지금 소송 /os2 중이잖아요. /oe 그래서 이 법률 비용의 출처에 대한 부분들이 다들 이제 /os2 궁금하다. /oe 
10.924	11.289	speaker#B	 /os2 [네네.(BC/continuer)] /oe 
15.634	16.534	speaker#B	 /os2 [네네.(BC/continuer)] /oe 
16.923	25.850	speaker#A	 n/ 그/ 대명이 변호사 선임 비용 등을 냈느냐는 질문이 몇차례 이어졌구요. /os1 거기에 /oe 대해서는 확답을 이렇게 명확하게 하지 않으려고 하는 /os1 그런 모습이었습니다. /oe 
21.003	21.373	speaker#B	 /os1 [예예.(BC/continuer)] /oe 
24.803	25.788	speaker#B	 /os1 [어/(BC/understanding)] /oe 
25.850	35.494	speaker#A	 n/ 그/ 최근에 이제 압수 수색을 어/ 리사무소가 이제 압수 수색을 /os2 받았잖아요? /oe 어/ 이에 대한 어떤 영향이 좀 크지 않았을까 싶기도 한데, 어떤 입장인가요? 압수 수색에 대해서
29.565	29.944	speaker#B	 /os2 네네. /oe 
35.494	43.984	speaker#B	 n/ 나머지 (3500000000원)/(삼억 오천만 원)은 사업 승인 이후에 받기로 했다. 개인적으로 /os1 착복한 사실이 없다. 또 /oe 하나뿐인 개인 농협 계좌도 경찰에 제출했다.
38.684	40.409	speaker#A	 /os1 [음/ 음/(BC/understanding)] /oe 
43.984	46.694	speaker#B	 n/ 문제가 있다면 처벌을 받겠다고 밝혔습니다.
46.705	56.221	speaker#A	 n/ 음/ 습지위원회의 어떤 동의라고 해야될까요? /os2 동의를 /oe 받지 못하게 된다고 하면 어/ 인허가가 최종적으로는 힘든 상황에 몰렸다 이렇게 봐야 되나요?
50.375	50.560	speaker#B	 /os2 예. /oe 
56.221	67.091	speaker#B	 n/ 네. 그렇습니다. /os1 제주도 /oe 아예 람사르습지 지역관리위원회 구성원을 동물테마파크 건설에 찬동하는 사람들로 채워넣는 그런 방법을 찾는 것 아니냐는 지적이 제기되고 있고요.
56.876	57.076	speaker#A	 /os1 [네.(BC/continuer)] /oe 
68.096	72.536	speaker#A	 n/ 선흘 (2리)/(이리)에 이제 (20000000원)/(이천만 원)짜리 신발장 관련된 논란이 있었는데 이거 무슨 얘기죠?
