15.689	30.709	speaker#A	강사 여러분 안녕하십니까, 강사뉴스 (TV)/(티비) 행복 토크쇼를 진행하겠습니다. 오늘은 날씨가 조금 덥습니다. 하지만 오늘 날씨보다 더 뜨거운 열정으로 대한민국을 행복하게 멘토링하는 멋진 행복 강사님을 모셨습니다.
31.298	39.986	speaker#A	그분은, 저 연무대에서 오신 송정선 병간호사입니다. 자, 송정선 강사님을 소개합니다.
39.986	42.192	speaker#B	 n/ /os2 안녕하세요. 네, /oe 반갑습니다.
40.546	54.792	speaker#A	 /os2 안녕하십니까. /oe n/ 늘 제가 송정선 강사님을 뵐 때마다 굉장히 그/ 후덕하고 푸근하고 따뜻한 감성을 가지신 멋진 행복 강사님이다 그런 생각을 했거든요.
54.791	56.122	speaker#B	 /os2 감사합니다. /oe 
55.471	55.851	speaker#A	 /os2 [예.(BC/continuer)] /oe 
56.186	57.638	speaker#A	전공이 사회복지학이시죠?
57.638	58.285	speaker#B	네네.
58.285	61.014	speaker#A	이제 뭐 박사과정 다 끝나셨죠?
61.013	64.985	speaker#B	아니요, 아직 공부를 /os1 하고 있는 중이에요. 예. /oe 
62.653	64.943	speaker#A	 /os1 아 지금 아, 그렇습니까? 학기 중입니까? /oe 
64.985	65.471	speaker#B	예예.
65.471	67.400	speaker#A	아/ 논문은 언제 쓰십니까?
67.400	70.597	speaker#B	지금 이제 논문을 제목을 잡고요.
70.597	71.205	speaker#A	예.
71.205	73.056	speaker#B	이제 시작으로 들어가고 있어요.
73.056	74.876	speaker#A	어떤 제목 잡으셨어요? n/ 
74.875	85.911	speaker#B	어/ 제가 어/ 노인제가복지센터를 하니깐요. /os1 제가 /oe 복지에 /os2 대해서 /oe 좀 더 어떻게 하면 정말 이 노인들을
79.915	80.665	speaker#A	 /os1 [예.(BC/continuer)] /oe 
81.785	82.375	speaker#A	 /os2 [예.(BC/continuer)] /oe 
85.912	86.536	speaker#A	[예.(BC/continuer)]
86.536	93.763	speaker#B	어/ 행복하게 보낼 수 있는지 그 /os1 일에 대해서 /oe 좀 전문적인 것을 책을 좀 쓰고 싶어서 /os1 그리 /oe 제목을 두었습니다. n/ 
88.786	89.326	speaker#A	 /os1 [예.(BC/continuer)] /oe 
91.956	92.476	speaker#A	 /os1 [예.(BC/continuer)] /oe 
93.763	97.387	speaker#A	그/ 노인제가복지센터를 하시는데
97.387	97.672	speaker#B	네.
97.668	110.978	speaker#A	n/ 사실 그 우리 사회에 보면은 노인 어르신들에 대한 공경심이 약화되고 있고 또 그 어르신들 스스로 자기 자존감으로 회복하기보다는 열등감으로 자꾸 빠져들고 있고
111.347	124.767	speaker#A	그래서 우리나라가 세계적으로 노인자살률이 (1위)(일 위)로 지금 /os1 올라가는 /oe /os2 상황이잖아요? /oe 그러니까 노인 문제를 갖고 일하시는 분들이 정말 우리 사회를 행복하게 하는 분들인데, 어떤 점이 가장 어렵던가요?
114.781	115.201	speaker#B	 /os1 [예.(BC/continuer)] /oe 
115.420	115.810	speaker#B	 /os2 [예.(BC/continuer)] /oe 
126.344	131.001	speaker#B	아/ 노인들이 이제 제일 몸이 약하니까
131.001	131.970	speaker#A	[예.(BC/continuer)]
131.970	142.020	speaker#B	어/ 우울해하고 또 노인이 누워계시면서 자녀들도 원망하고 자살하시는 이율이 참 많은 거 같아요.
142.020	142.490	speaker#A	[예예.(BC/continuer)]
142.620	156.369	speaker#A	예, 그래서 제가 이 행복 이거 이 공부를 하여서 더욱더 우리 할머니들에게도 기쁨을 줄 수 있도록 좀 노력을 하고 있습니다. 예, 언제부터 하셨어요? 어떤 노인복지
156.369	163.121	speaker#B	아, (1900)/(천 구백), (2009년)/(이천 구 년)도 (3월 4일)/(삼 월 사 일)날 개원을 했네요.
163.121	176.851	speaker#A	아/ 개원은 (2009년)/(이천 구 년)이면 이제 한 (6년)/(육 년)정도 /os1 되셨네요. /oe 예, 어/ (6년)/(육 년)동안 하시면서 정말 어려운일이 많았을 거라고 생각이 듭니다. 우리 송정선 행복 강사님은 이런 분입니다.
