0.045	4.244	speaker#A	n/ 자/ 요번에 영화 프로그램에 새로 들어가셨어요. 축하드립니다.
4.245	5.800	speaker#B	n/ 후우!
5.820	9.460	speaker#A	/os1 예에. 신성록씨와 /oe 호흡을 맞췄던데요.
5.829	6.945	speaker#B	/os1 아. 감사합니다. /oe
9.460	9.970	speaker#B	네.
10.055	16.615	speaker#A	예. 아니 이거를 제가 어디서 봤냐하면 이게 그/ 상암동에 있는 /os2 그쪽 /oe
15.819	16.583	speaker#B	/os2 [어. 맞아요.(BC/affirmative)] /oe
16.793	18.833	speaker#A	계열 /os2 이잖아요. /oe 영화채널.
17.798	18.273	speaker#B	/os2 네. 맞아요. /oe
18.846	20.333	speaker#B	거기 많이 나오죠. /os1 u/ 제가 /oe
19.579	25.759	speaker#A	/os1 그래 가지고 제가 /oe 그/ 엘레베이터타고 /os2 중계 /oe 하러 이제/ 그 채널에서 올라가는데 n/ 거기에 윤태진이 와서 어?
21.665	22.260	speaker#B	/os2 어 맞아요. /oe
26.642	30.086	speaker#A	예, 놀랬습니다. n/ 잘 /os2 맞았습니까? /oe 호흡이?
29.327	29.547	speaker#B	/os2 네. /oe
30.333	39.179	speaker#B	어/ 지금 한 (2번)/(두 번) 정도 촬영을 /os2 했는데요. /oe 네. 근데 둘 다 낯을 많이 가려가지고 /os2 점차 /oe 친해지고 있습니다.
33.902	34.173	speaker#A	/os2 [네.(BC/continuer)] /oe
37.413	37.798	speaker#A	/os2 [음.(BC/continuer)] /oe
39.180	42.173	speaker#A	아/ /os2 그래요? /oe 신성록대 배성재 하나 둘 셋.
39.697	40.042	speaker#B	/os2 [네.(BC/continuer)] /oe
42.244	42.934	speaker#B	배성재!
45.785	47.796	speaker#B	아니 (6년)/(육 년)을 봤는데. 헤헤.
47.784	52.234	speaker#A	음. 매주 할 매주 할 거에요. n/ 네.
52.311	52.636	speaker#B	[네.(BC/continuer)]
52.937	55.977	speaker#A	n/ 영화 취향이 어떤지 n/ 궁금하네요. 윤태진씨 영화는 어떤 거 /os2 좋아하세요? /oe
55.876	60.519	speaker#B	/os2 저는 /oe 근데 뭐 아시겠지만 공포 빼고는 다 잘 봅니다.
60.519	60.942	speaker#A	[음.(BC/continuer)]
60.942	63.582	speaker#B	네, 막 그렇게 가리는 거 없이 다 잘 봐요.
63.588	70.263	speaker#A	외국것도 잘 /os2 보시고? 어/ 유진씨랑 다르게 쇄국정책 없다? /oe /os2 해외 것도 잘 보시고? /oe
64.726	68.896	speaker#B	/os2 그럼요. 네. 저는 원래 네. /oe 없다. 없다.
69.919	71.524	speaker#B	/os2 네. /oe 전 오픈마인드입니다.
71.593	72.198	speaker#A	어허.
72.197	72.707	speaker#B	음.
72.707	74.703	speaker#A	드라마나 영화 어떤 걸 더 좋아하세요?
