0.440	5.110	speaker#A	우리 저/ 그/ 변호사님께서 그래서 윤석열 총장을 진단을 하셨더라고요.
5.110	5.614	speaker#B	예.
5.614	7.070	speaker#A	진단한 자료를 갖다가 보내드릴게요.
7.070	7.368	speaker#B	예.
7.368	9.388	speaker#A	윤석열 총장의 장애는
9.517	13.432	speaker#B	 n/ 장애가 있으셔 장애가 있으세요. 근데 대부분의 검사가 이런 장애가 있어요.
13.432	14.133	speaker#A	아, 그래요?
14.103	15.853	speaker#B	나르시스트라고 하는
15.944	16.539	speaker#A	나르시스트.
16.670	16.843	speaker#B	예.
16.843	18.427	speaker#A	자기애적 /os2 인격장애다. /oe 
17.928	19.506	speaker#B	예 이/ 보세요.
19.552	20.027	speaker#A	네.
20.111	25.777	speaker#B	유유유 윤청장의 특징하고 거의 맞아 /os2 떨어지잖아. /oe 자기가 특별한 대우를 받는게 당연하다.
22.711	22.986	speaker#A	 /os2 [예.(BC/continuer)] /oe 
25.913	26.278	speaker#A	[음.(BC/continuer)]
26.549	30.033	speaker#B	음/ 그리고 자기는 우월하고 훌룡한 사람이다.
30.053	30.328	speaker#A	[응.(BC/continuer)]
30.815	34.400	speaker#B	그리고 권력 성공 이런거에 대해서 끝없는 집착
34.566	35.785	speaker#A	환상에 집착하죠. /os1 네. /oe 
35.341	35.681	speaker#B	 /os1 [예(BC/continuer)] /oe 
36.784	39.429	speaker#B	그리고 공감능력의 결여.
39.723	42.313	speaker#A	 /os1 자기가 타인에게 부정적인 영향을, 어 /oe 
39.734	47.266	speaker#B	 /os1 자기가 되게 강한 부정, 네. /oe 그런거에 대해서는 공감하는 능력이 전혀 없다.
47.397	47.657	speaker#A	[네.(BC/continuer)]
47.943	48.168	speaker#B	[네.(BC/continuer)]
48.310	49.645	speaker#A	그리고 질투가 이렇게 심해요.
49.763	51.840	speaker#B	그렇죠. /os1 질투 /oe /os2 심하죠! /oe 
50.508	50.713	speaker#A	 /os1 [오/(BC/assessment)] /oe 
51.238	51.808	speaker#A	 /os2 [오/(BC/assessment)] /oe 
51.841	59.712	speaker#A	 n/ 엄청나요. /os1 어/ /oe 그리고 끊임없이 타인을 비난하거나 괴롭히며 깎아내려 조국 전 장관을 하시 하는 거 보세요. 추미애 장관에게 한 것 보십시오.
52.766	53.191	speaker#B	 /os1 [예(BC/continuer)] /oe 
60.774	61.964	speaker#B	이 자기애적 인격장애
63.136	65.064	speaker#A	그/ 일단 치료를 받으셔야 되는건데 이게
65.064	66.492	speaker#B	상담치료가 /os1 필요하죠. /oe 
66.013	67.558	speaker#A	 /os1 그렇죠. /oe 상담치료가 필요한거죠.
67.558	74.043	speaker#B	근데 대부분의 검사들이 이래요. /os1 증상이 /oe 약하냐 가 뭐/ 뭐/ 심각하냐의 차이지 보통이래요.
69.348	69.583	speaker#A	 /os1 [네.(BC/continuer)] /oe 
74.163	74.455	speaker#A	[응.(BC/continuer)]
74.455	86.809	speaker#B	그래서 이/ 개개인의 검사 개개인의 의식과 태도는 어떻게 되냐면 결국은 이게 구성원들이 모인 조직에도 반영될 수 밖에 /os2 없잖아요. /oe 그래서 일화로 드는 게 제가 하 이거 뭔지 아세요?
82.870	83.150	speaker#A	 /os2 [예.(BC/continuer)] /oe 
87.140	88.932	speaker#A	예, 검찰청 앞에 있다는 그/
88.952	92.972	speaker#B	대검, /os1 예. /oe 대검 안에 있는 /os2 해태상이 /oe /os1 예. /oe /os2 해태상이 /oe 
89.732	90.037	speaker#A	 /os1 [음.(BC/continuer)] /oe 
91.347	99.078	speaker#A	 /os2 해태 /oe /os1 예. /oe /os2 해태라고 /oe 하는 그/ 전설 속의 동물은 뭐/ 불을 다스린다. 라고도 하고
