7.138	16.381	speaker#B	 n/ 그/ 예를 들어서 지금 기초 생활 보장제도 같은 경우에는 소득이나 그/ 재산규모가 이제 적은 사람, 그/ 미혼층에게만 /os2 급여가 지급되고 있죠? /oe 
15.020	16.360	speaker#A	 /os2 아/ 예예. 예. /oe 
16.381	28.264	speaker#B	 n/ 이 대표적인 선별적 지급에 방식이라고 볼 수 있는 거고요. 그 반면에 보편적 복지는 그런 조건을 따지지 않고 모든 국민에게 똑같은 금액을 지원하는 /os1 방식입니다. /oe 
26.551	28.201	speaker#A	 /os1 [음.(BC/continuer)] /oe 
28.263	43.020	speaker#B	n/ 그/ 기본소득 도입을 그/ 수 년전부터 주장하고 실제로 지금 경기도에서 청년 기부원 소득제도를 시행하기도 하고 있죠. /os1 그/ /oe 이재명 지사는 당연히 이 날 보편 복지와 /os2 기본 소득의 필요성을 /oe 인제 강조를 /os2 했구요. /oe
36.314	36.704	speaker#A	 /os1 [예.(BC/continuer)] /oe 
40.348	41.373	speaker#A	/os2 [음.(BC/understanding)] /oe
42.673	42.983	speaker#A	 /os2 [예.(BC/continuer)] /oe 
43.534	50.674	speaker#A	일을 하고 싶지 않아서 안하는 것이 아니라 이제 뭐/ (AI)/(에이아이)에 등장. 그니까 기계같은 것들이 워낙에 발전하다보니까.
50.673	56.053	speaker#A	일을 하고 싶어도 할 수 없는 상황들이 벌어지게 되고 그러면은 어/ 그 사람들은 뭘 하느냐.
56.053	61.138	speaker#A	소비라도 해주게 해야 된다. 라는 의미에서 나온 것이 기본소득이다라는 입장이신 /os2 거죠? 예. /oe
60.518	67.009	speaker#B	/os2 네네네. 맞습니다. /oe 원지사는 기본소득의 개념에 대해서도 좀 헷갈려 하는 모습을 좀/ 보이기도 했는데요.
66.442	66.788	speaker#A	[예.(BC/continuer)]
67.009	79.024	speaker#B	 n/ 일단 그/ 기본소득을 두고 욕구와 욕망이라는 표현을 썼습니다. n/ 그/ 원지사는 인간은 욕구가 있고 욕망이 /os2 있는데, /oe 누구나 누려야 할 기본적인 욕구에 대해선 보편적으로 다 주는게 맞지만
74.174	74.544	speaker#A	 /os2 [예.(BC/continuer)] /oe 
79.054	79.424	speaker#A	[예.(BC/continuer)]
79.469	85.704	speaker#B	 n/ 상대적으로 더 잘 살고 싶은 욕망은 공정한 경쟁을 통해서 주어져야 된다고 말을 했거든요.
85.704	96.223	speaker#A	 n/ 예. 그러면 일단 뭐 얘기를 정리해보면은 기본소득에 쓰일 예산으로 어려운 계층에 더 많이 지원하자 라는 /os1 취지가 /oe 되는 거죠? 그니까. /os1 선별 /oe 복지를 주장하는 측의 대표적인 논리가 되는 건가요?
92.014	92.304	speaker#B	 /os1 [응.(BC/continuer)] /oe 
93.324	93.654	speaker#B	 /os1 [네.(BC/continuer)] /oe 
96.225	105.224	speaker#B	 n/ 네네. 그렇습니다. 그런데 여기서 우리가 /os2 인제 주목해야 /oe 될 부분이 있는데요. 그/ 송파 세 모녀 사건의 원인을 지금 원지사가 살짝 왜곡을 하고 있는 것으로 보인다는 겁니다.
97.975	98.405	speaker#A	 /os2 [예.(BC/continuer)] /oe 
105.224	109.987	speaker#B	 n/ 이날 토론에서 원지사는 이 송파 세 모녀 사건을 /os1 (3차례)/(세차례)나 /oe 언급하면서
108.044	108.594	speaker#A	 /os1 [예예.(BC/continuer)] /oe 
109.987	115.418	speaker#B	 n/ 기본소득이 들어가는 예산을 선별적 복지 확대에 투입하자고 자꾸 강조를 /os2 하는데요. /oe 
114.797	115.387	speaker#A	 /os2 [예예.(BC/continuer)] /oe 
115.417	123.737	speaker#B	 n/ 그 선별 복지 폐단 사례로 인용되는 비극적인 사건을 /os1 반대로 /oe 선별 복지를 /os2 강조하는데 사용을 /oe 한겁니다.
119.378	119.908	speaker#A	 /os1 [음.(BC/continuer)] /oe 
122.477	122.937	speaker#A	 /os2 [예.(BC/continuer)] /oe 
138.884	145.929	speaker#C	 n/ 한 주간의 키워드를 뉴스로 듣는다. n/ 조수진 기자와 함께 하는 n/ 키워드 뉴스. 지금 n/ 시작합니다.
153.279	160.438	speaker#A	예. 키워드 뉴스 오늘은 제주 투데이에 조수진 기자와 함께 하도록 하겠습니다. 지금 옆에 나와 계신데요. 안녕하세요?
160.438	162.216	speaker#B	안녕하세요. /os2 오랜만에 /oe 봽습니다.
161.158	161.548	speaker#A	 /os2 [예.(BC/continuer)] /oe 
162.216	164.975	speaker#A	진짜 오랜만에 /os2 봽습니다. /oe 잘 지내셨죠?
163.166	163.846	speaker#B	 /os2 네. /oe 
164.975	167.048	speaker#B	네, /os1 잘 먹고 /oe 잘 쉬고 그러고 왔습니다.
165.205	165.535	speaker#A	 /os1 [예.(BC/continuer)] /oe 
167.048	173.218	speaker#A	네. 하하하 앞으로 (1달)/(한 달) 동안은 그럼 매주 이제 조수진 /os1 기자님이 나오시는 거죠? 예. /oe 
170.838	173.198	speaker#B	 /os1 네네. 매 주 만날 수 있습니다. 네. /oe 
173.779	183.009	speaker#A	굉장히 좋은 얼굴로 제가 봤습니다. n/ 좋아하는 얼굴로. 자, 푹 쉬시면서 여러 가지 또 취재를 해오셨을텐데 오늘의 키워드 살펴보도록 하죠.
187.639	190.570	speaker#B	내가 공부해봐서 아는데 /os1 입니다. /oe 
189.849	190.199	speaker#A	 /os1 [예.(BC/continuer)] /oe 
191.324	198.554	speaker#A	내가 해봐서 아는데 시리즈는 아마 그/ 예전에 이명박 전 대통령이 꽤 많이 했던 걸로 제가 기억이 /os2 나는데. 음. /oe 
197.623	199.574	speaker#B	/os2 네, /oe 유행어였죠. 그때.
199.699	201.959	speaker#A	어/ 예, 이번에는 뭐 어떤 이야기가 n/ 될까요?
202.251	209.742	speaker#B	네 그/ 지난 목요일 밤에 그/ 원희룡 제주 도지사가 (MBC)/(엠비씨)(100분)/(백 분)토론에 출현해서 했던 얘기입니다.
209.742	210.126	speaker#A	[예.(BC/continuer)]
