bid	speaker	start	end	category	text	respondee_uid	respondee_sid	respondee_wid
1	AH0002	18.099	18.804	UNDERSTANDING	아.	[1]	[2]	[16]
2	AH0002	21.169	21.279	CONTINUER	응.	[1]	[2]	[21]
3	AH0001	28.502	29.012	CONTINUER	음.	[2]	[3]	[7]
4	AH0001	35.692	36.362	CONTINUER	예에에.	[2]	[4]	[11]
5	AH0001	52.186	52.986	CONTINUER	음.	[2]	[6]	[21]
6	AH0001	60.852	61.327	UNDERSTANDING	어.	[2]	[8]	[13]
7	AH0001	73.294	75.539	UNDERSTANDING	으으음. 어.	[2]	[10]	[14]
8	AH0001	80.691	80.916	CONTINUER	어.	[2]	[11]	[3]
9	AH0001	83.766	84.496	CONTINUER	으응.	[2]	[11]	[9]
10	AH0001	93.467	94.517	CONTINUER	어. 어.	[2]	[12]	[6]
11	AH0001	102.997	103.757	AFFIRMATIVE	그러게요.	[2]	[12]	[32]
12	AH0001	104.023	104.673	CONTINUER	어.	[2]	[13]	[1]
13	AH0001	107.348	108.008	CONTINUER	으응.	[2]	[13]	[7]
14	AH0001	111.093	111.663	UNDERSTANDING	어어.	[2]	[13]	[15]
15	AH0001	112.743	113.478	AFFIRMATIVE	그렇죠.	[2]	[13]	[17]
16	AH0001	116.118	116.518	CONTINUER	응.	[2]	[13]	[21]
17	AH0001	119.523	119.923	CONTINUER	어.	[2]	[13]	[28]
18	AH0001	127.791	128.086	CONTINUER	어.	[2]	[15]	[1]
19	AH0001	131.413	131.898	CONTINUER	음.	[2]	[15]	[10]
20	AH0001	137.843	138.158	CONTINUER	응.	[2]	[16]	[11]
21	AH0001	151.317	151.787	CONTINUER	아아.	[2]	[18]	[5]
22	AH0001	152.732	153.137	CONTINUER	예.	[2]	[18]	[9]
23	AH0001	164.477	165.432	UNDERSTANDING	음.	[2]	[18]	[40]
24	AH0001	175.812	176.342	CONTINUER	응.	[2]	[19]	[22]
25	AH0001	177.707	177.902	CONTINUER	응.	[2]	[19]	[25]
26	AH0001	181.297	181.802	UNDERSTANDING	으으응.	[2]	[19]	[32]
27	AH0001	185.352	185.862	CONTINUER	네.	[2]	[19]	[43]
28	AH0001	200.5	201.22	CONTINUER	음. 아아.	[2]	[21]	[15]
29	AH0001	210.404	210.774	UNDERSTANDING	음.	[2]	[22]	[17]
30	AH0001	220.479	221.509	UNDERSTANDING	음.	[2]	[23]	[13]
31	AH0001	233.277	233.707	CONTINUER	으응.	[2]	[26]	[1]
32	AH0001	239.832	240.682	ASSESSMENT	아. 네.	[2]	[27]	[13]
33	AH0001	243.792	244.723	AFFIRMATIVE	네네. 그쵸.	[2]	[28]	[6]
34	AH0001	252.21	252.83	ASSESSMENT	아.	[2]	[28]	[27]
35	AH0001	257.259	257.719	CONTINUER	에.	[2]	[29]	[10]
36	AH0001	265.949	267.439	AFFIRMATIVE	그쵸. 그쵸. 어어.	[2]	[30]	[17]
37	AH0001	272.024	272.434	CONTINUER	응.	[2]	[30]	[33]
38	AH0001	276.869	277.259	UNDERSTANDING	아.	[2]	[30]	[46]
39	AH0001	279.991	280.191	CONTINUER	응.	[2]	[31]	[2]
40	AH0001	298.985	299.735	CONTINUER	으으응.	[2]	[33]	[10]
41	AH0001	309.697	310.147	CONTINUER	응.	[2]	[35]	[3]
42	AH0001	313.22	313.865	CONTINUER	네.	[2]	[36]	[8]
43	AH0001	322.372	323.017	UNDERSTANDING	응.	[2]	[38]	[5]
44	AH0001	330.507	331.437	UNDERSTANDING	음. 으응.	[2]	[38]	[23]
45	AH0001	345.755	346.715	UNDERSTANDING	음.	[2]	[39]	[31]
46	AH0001	351.445	351.965	CONTINUER	어.	[2]	[40]	[14]
