uid	sid	wid	speaker	start	end	text	backchannels
1	1	1	AH0001	0.5	0.7	그래서	[]
1	1	2	AH0001	0.74	1.04	이것은	[]
1	1	3	AH0001	1.581	1.901	남편의	[]
1	1	4	AH0001	1.981	2.361	승낙이	[]
1	1	5	AH0001	2.742	3.162	없이	[]
1	1	6	AH0001	3.322	3.482	집에	[]
1	1	7	AH0001	3.562	3.742	들어온	[]
1	1	8	AH0001	3.802	3.943	거기	[]
1	1	9	AH0001	4.043	4.363	때문에	[]
1	1	10	AH0001	4.763	4.903	주거	[]
1	1	11	AH0001	5.043	5.424	침입이다.	[]
1	1	12	AH0001	5.564	5.824	이렇게	[]
1	1	13	AH0001	5.844	6.084	했던	[]
1	1	14	AH0001	6.144	6.424	방식이	[]
1	1	15	AH0001	6.444	7.165	있었는데요.	[]
1	2	1	AH0001	7.166	7.627	그	[]
1	2	2	AH0001	7.647	7.888	이후로	[]
1	2	3	AH0001	7.948	8.048	이	[]
1	2	4	AH0001	8.128	8.389	판결을	[]
1	2	5	AH0001	8.449	8.509	쭉	[]
1	2	6	AH0001	8.549	8.79	이어져	[]
1	2	7	AH0001	8.83	9.552	왔었어요.	[]
2	3	1	AH0002	9.552	10.133	네,	[]
2	3	2	AH0002	10.293	10.913	그렇습니다.	[]
2	3	3	AH0002	11.414	11.634	뭐	[]
2	3	4	AH0002	11.734	12.155	작년	[]
2	3	5	AH0002	12.575	13.036	사건	[]
2	3	6	AH0002	13.156	13.856	찾아보니까	[]
2	3	7	AH0002	13.936	14.437	남편이	[]
2	3	8	AH0002	14.577	15.638	해외파견을	[]
2	3	9	AH0002	15.718	16.399	나가있는	[]
2	3	10	AH0002	16.639	17.42	동안에	[]
2	3	11	AH0002	18.001	18.281	집에	[]
2	3	12	AH0002	18.381	19.242	드나들었던	[]
2	3	13	AH0002	19.382	20.343	내연남에게도	[]
2	3	14	AH0002	20.623	21.384	주거침입죄가	[]
2	3	15	AH0002	21.444	21.925	인정되서	[]
2	3	16	AH0002	22.025	22.205	벌금	[]
2	3	17	AH0002	22.245	22.565	오백만	[]
2	3	18	AH0002	22.625	22.705	원이	[]
2	3	19	AH0002	22.765	23.106	선고된	[]
2	3	20	AH0002	23.166	23.526	사건이	[]
2	3	21	AH0002	23.586	24.367	있더라고요.	[]
3	4	1	AH0001	24.367	24.768	그렇죠.	[]
3	4	2	AH0001	24.808	25.129	남편이	[]
3	4	3	AH0001	25.229	26.072	해외파견이든	[]
3	4	4	AH0001	26.092	26.112	뭐	[]
3	4	5	AH0001	26.353	26.573	집에	[]
3	4	6	AH0001	26.593	26.834	어디에	[]
3	4	7	AH0001	26.854	26.894	없	[]
3	4	8	AH0001	27.255	27.997	없었더라도,	[]
3	4	9	AH0001	28.659	28.94	남편의	[]
3	4	10	AH0001	29.02	29.441	주거권이	[]
3	4	11	AH0001	29.481	29.863	있었다.	[]
3	4	12	AH0001	30.364	30.544	이렇게	[]
3	4	13	AH0001	30.605	30.905	인정한	[]
3	4	14	AH0001	30.966	31.447	거잖아요.	[]
4	5	1	AH0002	31.556	31.736	네.	[]
4	5	2	AH0002	32.436	32.957	그래서	[]
4	5	3	AH0002	33.117	33.177	그	[]
4	5	4	AH0002	33.217	33.657	당시	[]
4	5	5	AH0002	33.877	33.977	요	[]
4	5	6	AH0002	34.037	34.677	사건도	[]
4	5	7	AH0002	34.798	35.298	내연남	[]
4	5	8	AH0002	35.438	36.018	에이씨가	[]
4	5	9	AH0002	36.378	36.898	남편이	[]
4	5	10	AH0002	37.059	37.579	해외파견	[]
4	5	11	AH0002	37.719	38.799	중이었으니까	[]
4	5	12	AH0002	38.819	38.839	이	[]
4	5	13	AH0002	39.3	39.42	아	[]
4	5	14	AH0002	39.94	40.66	아파트를	[]
4	5	15	AH0002	40.72	41.1	남편의	[]
4	5	16	AH0002	41.22	41.621	주거로	[]
4	5	17	AH0002	41.721	41.801	볼	[]
4	5	18	AH0002	41.881	41.921	수	[]
4	5	19	AH0002	41.961	42.321	없다.	[]
